class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class
classical,0.822,2.1825397,0.664,3.420635,0.798,4.111111,0.816,2.6507936,0.681,3.936508,0.715,3.9126985,0.713,3.6666667,1.655,1.6825397,0.37,4.2380953,0.974,0.26984128,1.595,2.0873015,1.298,0.14285715,1.343,0.47619048,-0.006,0,1
classical,0.873,1.7142857,0.675,3.047619,0.812,3.7380953,0.813,2.484127,0.694,3.8253968,0.729,3.8095238,0.654,3.4285715,1.555,1.5634921,0.295,3.579365,0.858,0.2936508,1.565,1.9603175,1.253,0.18253969,1.276,0.31746033,-0.006,0,1
classical,0.856,1.8888888,0.64,2.8492064,0.802,3.563492,0.827,2.3253968,0.663,3.7619047,0.692,3.8968253,0.7,1.9444444,1.367,2.4285715,0.342,2.6746032,0.779,0.5793651,1.534,2.9126985,1.053,0.071428575,1.113,0.5714286,-0.006,0,1
classical,0.808,2.142857,0.618,2.6587303,0.782,3.4603174,0.73,2.015873,0.672,3.3809524,0.702,3.4920635,0.673,1.4523809,1.178,2.0079365,0.335,2.3730159,0.691,0.515873,1.369,2.9444444,0.94,0,0.985,0.37301588,-0.006,0,1
classical,0.825,2,0.608,2.6031747,0.785,3.3095238,0.77,2.0873015,0.675,3.547619,0.711,3.4285715,0.669,1.6984127,1.229,2.1904762,0.303,2.4444444,0.709,0.5873016,1.451,2.5238094,0.962,0.007936508,1.017,0.33333334,-0.006,0,1
classical,0.852,2.0079365,0.668,3.3968253,0.803,4,0.833,2.8809524,0.689,4.031746,0.748,3.9761906,0.691,3.9047618,1.651,1.4523809,0.352,4.031746,0.943,0.33333334,1.623,2.0873015,1.286,0.44444445,1.34,0.56349206,-0.006,0,1
classical,0.845,2,0.593,2.4285715,0.769,3.1587303,0.756,1.8174603,0.675,3.2460318,0.739,2.9920635,0.668,1.1904762,1.175,2.7301588,0.295,2.1349206,0.615,0.47619048,1.376,3.2380953,0.925,0,0.966,0.45238096,-0.006,0,1
classical,0.834,2.1031747,0.7,3.0714285,0.849,3.642857,0.877,2.6904762,0.682,3.8809524,0.746,3.5317461,0.764,2.3730159,1.573,2.3333333,0.405,3.7539682,0.961,0.84126985,1.761,2.9761906,1.112,0,1.19,0.48412699,-0.006,0,1
classical,0.883,1.6904762,0.649,3.3333333,0.792,4.0555553,0.814,2.7380953,0.688,3.9682539,0.725,4.031746,0.686,3.6269841,1.687,1.6746032,0.343,3.8809524,0.951,0.2777778,1.581,2.6746032,1.316,0.03968254,1.352,0.45238096,-0.006,0,1
classical,0.879,1.6984127,0.646,3.1984127,0.809,3.6746032,0.822,2.6904762,0.699,3.8333333,0.744,3.8968253,0.685,3.4126985,1.762,1.8968254,0.31,3.5873015,0.917,0.46825397,1.635,2.2777777,1.269,0.04761905,1.316,0.26984128,-0.006,0,1
classical,0.825,2.0714285,0.648,2.9603174,0.801,3.6190476,0.794,2.2777777,0.672,3.6904762,0.725,3.7301588,0.682,2.357143,1.38,2.1031747,0.303,3.047619,0.805,0.4047619,1.492,2.857143,1.061,0.023809524,1.097,0.23015873,-0.006,0,1
classical,0.861,1.8095238,0.575,2.2777777,0.741,2.8968253,0.705,1.6190476,0.678,3.2460318,0.681,3.1746032,0.614,1.5396825,1.08,1.7380953,0.245,1.9841269,0.533,0.37301588,1.276,2.0238094,0.921,0.007936508,0.941,0.22222222,-0.006,0,1
classical,0.824,2.1587303,0.61,2.5317461,0.808,3.1984127,0.724,1.8174603,0.664,3.4047618,0.723,3.0714285,0.693,0.82539684,1.173,2.3095238,0.284,2.7539682,0.647,0.42063493,1.43,2.8095238,0.935,0,0.955,0.20634921,-0.006,0,1
classical,0.805,2.2777777,0.655,2.8650794,0.814,3.6111112,0.794,2.2857144,0.671,3.6587303,0.733,3.7460318,0.659,2.8174603,1.432,1.8174603,0.308,3.2539682,0.799,0.3888889,1.522,2.0555556,1.13,0,1.165,0.18253969,-0.006,0,1
classical,0.854,1.8174603,0.666,3.357143,0.792,4.0555553,0.835,2.6269841,0.682,4.111111,0.741,3.9126985,0.708,3.5952382,1.775,1.8809524,0.322,3.984127,1.037,0.7063492,1.732,2.436508,1.328,0.023809524,1.385,0.46031746,-0.006,0,1
classical,0.784,2.0873015,0.601,2.3809524,0.778,3.1349206,0.713,1.531746,0.667,3.1111112,0.679,3.079365,0.666,0.34920636,1.038,2.6349206,0.366,1.1349206,0.634,1.1111112,1.281,2.7619047,0.825,0,0.92,0.515873,-0.006,0,1
classical,0.845,1.9523809,0.662,2.9682539,0.818,3.642857,0.835,2.3253968,0.676,3.7539682,0.702,3.7619047,0.708,2.452381,1.404,1.9444444,0.337,3.2777777,0.81,0.42063493,1.556,2.6031747,1.096,0.11111111,1.146,0.54761904,-0.005,0,1
classical,0.825,2.1507936,0.634,2.9761906,0.816,3.5,0.81,2.5238094,0.663,3.952381,0.706,3.7539682,0.678,2.4285715,1.405,2,0.333,3.1587303,0.801,0.47619048,1.478,2.2063491,1.077,0,1.146,0.42063493,-0.006,0,1
classical,0.889,1.7857143,0.651,2.6269841,0.81,3.4047618,0.823,2.7142856,0.673,4.2222223,0.715,3.8492064,0.684,3.420635,1.693,1.8492063,0.292,3.7936509,0.905,0.5,1.662,2.2142856,1.207,0.015873017,1.25,0.26984128,-0.006,0,1
classical,0.852,1.8253968,0.657,2.9603174,0.795,3.7063491,0.801,2.4126985,0.668,3.984127,0.739,4.0079365,0.664,3.5952382,1.691,1.8015873,0.285,3.6666667,0.858,0.2936508,1.661,2.1507936,1.277,0,1.329,0.18253969,-0.006,0,1
classical,0.842,1.9920635,0.673,3.063492,0.816,3.8333333,0.836,2.4603174,0.665,3.952381,0.728,3.7380953,0.688,3.484127,1.566,1.6190476,0.329,3.7698412,0.842,0.26984128,1.579,2.2142856,1.253,0.4047619,1.278,0.44444445,-0.006,0,1
classical,0.807,2.1269841,0.628,2.6269841,0.81,3.4285715,0.782,2.2380953,0.673,3.5396826,0.703,3.7380953,0.69,1.6984127,1.287,2.4682539,0.336,2.4682539,0.786,0.8492063,1.511,2.9047618,0.992,0,1.054,0.5793651,-0.006,0,1
classical,0.812,2.1587303,0.677,3.2857144,0.841,4,0.819,2.1111112,0.67,3.7619047,0.726,3.5,0.718,2.2619047,1.344,1.8095238,0.426,3.079365,0.863,0.41269842,1.557,2.7222223,1.077,0,1.161,0.26984128,-0.006,0,1
classical,0.878,1.6349206,0.674,3.0555556,0.815,3.6984127,0.84,2.5555556,0.658,4,0.745,3.8492064,0.681,3.2857144,1.635,1.8492063,0.303,3.2936509,0.824,0.35714287,1.6,2.6507936,1.268,0.11904762,1.335,0.5873016,-0.006,0,1
classical,0.837,1.9523809,0.65,3.2063491,0.802,3.9126985,0.82,2.3968253,0.678,4.047619,0.739,3.8492064,0.687,3.5396826,1.591,1.6507937,0.302,3.5555556,0.81,0.21428572,1.604,2.4285715,1.305,0.46031746,1.341,0.5,-0.006,0,1
classical,0.861,1.8730159,0.672,3.2619047,0.798,3.9603174,0.816,2.6904762,0.684,4.047619,0.772,3.7698412,0.68,3.9682539,1.697,1.5396825,0.314,4.031746,0.908,0.23809524,1.666,1.9841269,1.367,0.44444445,1.425,0.54761904,-0.006,0,1
classical,0.804,2.3015873,0.661,2.8095238,0.84,3.452381,0.775,2.1190476,0.645,3.563492,0.68,3.6349206,0.701,1.7539682,1.31,2.2698412,0.368,2.6031747,0.769,0.53968257,1.483,2.5238094,0.994,0,1.052,0.42063493,-0.005,0,1
classical,0.808,2.1904762,0.623,2.4285715,0.776,3.1666667,0.706,1.9126984,0.653,3.2222223,0.713,2.8333333,0.676,0.6031746,1.078,2.3333333,0.351,1.8095238,0.642,0.85714287,1.348,2.4920635,0.878,0.023809524,0.968,0.5,-0.006,0,1
classical,0.834,2.015873,0.643,3.0952382,0.808,3.8174603,0.826,2.436508,0.677,3.8333333,0.703,3.7222223,0.723,2.7063491,1.431,1.6587301,0.338,2.984127,0.767,0.42857143,1.536,2.7142856,1.106,0.24603175,1.165,0.64285713,-0.006,0,1
classical,0.879,1.5714285,0.618,2.9047618,0.786,3.5,0.783,2.063492,0.681,3.6111112,0.702,3.5873015,0.657,2.4444444,1.335,1.8650794,0.278,2.984127,0.715,0.25396827,1.434,2.515873,1.072,0.007936508,1.098,0.23015873,-0.006,0,1
classical,0.864,1.8333334,0.609,2.1984127,0.793,2.8412697,0.702,1.8412699,0.673,3.079365,0.695,3.0317461,0.687,1.0238096,1.121,2.4920635,0.301,2.1031747,0.585,0.7936508,1.415,2.7222223,0.936,0.015873017,0.993,0.36507937,-0.006,0,1
classical,0.841,2.063492,0.612,2.4444444,0.806,3.0396826,0.711,2.0317461,0.657,3.1825397,0.704,3.1507936,0.688,1.1190476,1.155,2.3888888,0.313,2.2777777,0.626,0.7063492,1.416,2.484127,0.935,0,0.982,0.26190478,-0.006,0,1
classical,0.817,1.9444444,0.577,2.3015873,0.732,2.984127,0.631,1.4523809,0.666,3.015873,0.723,2.7301588,0.617,0.5952381,0.948,2.2460318,0.294,1.6666666,0.532,0.8015873,1.178,2.6349206,0.848,0,0.886,0.33333334,-0.006,0,1
classical,0.844,2.2142856,0.65,3.1349206,0.807,3.8174603,0.773,2.4285715,0.673,3.7380953,0.722,3.7460318,0.676,2.3809524,1.405,1.9285715,0.354,3.4682539,0.859,0.45238096,1.493,1.9285715,1.102,0,1.146,0.20634921,-0.005,0,1
classical,0.834,1.9047619,0.64,3.0555556,0.798,3.7460318,0.79,2.579365,0.671,3.936508,0.74,3.642857,0.671,2.857143,1.633,2.2380953,0.308,3.3730159,0.888,0.7619048,1.594,2.3253968,1.184,0,1.247,0.3015873,-0.006,0,1
classical,0.837,2.0079365,0.663,2.9920635,0.816,3.6904762,0.855,2.2936509,0.677,3.952381,0.717,3.8174603,0.693,2.9761906,1.481,1.9841269,0.337,3,0.813,0.4047619,1.567,2.7936509,1.111,0.44444445,1.182,0.64285713,-0.006,0,1
classical,0.845,2.0952382,0.638,3,0.796,3.7777777,0.811,2.3174603,0.672,3.7619047,0.697,3.8174603,0.658,2.6349206,1.421,2.047619,0.316,3.0873015,0.843,0.5714286,1.486,2.1984127,1.137,0,1.192,0.2857143,-0.006,0,1
classical,0.824,2.0952382,0.594,2.5,0.768,3.1031747,0.71,1.7936507,0.662,3.1746032,0.721,3.3730159,0.643,1.4444444,1.112,1.9761904,0.32,2.3809524,0.642,0.46825397,1.289,2.1825397,0.901,0.023809524,0.944,0.3015873,-0.006,0,1
classical,0.848,1.9126984,0.607,2.6031747,0.77,3.2460318,0.741,1.9047619,0.666,3.7142856,0.715,3.4682539,0.654,1.6746032,1.175,1.8333334,0.303,2.452381,0.63,0.3968254,1.33,2.1984127,0.978,0.007936508,1.012,0.42063493,-0.006,0,1
classical,0.843,1.9523809,0.596,2.420635,0.763,3.063492,0.717,1.6746032,0.668,2.9920635,0.677,3.2698412,0.661,0.82539684,1.147,3.015873,0.33,1.7777778,0.616,0.47619048,1.383,3.5079365,0.888,0,0.927,0.3809524,-0.006,0,1
classical,0.878,1.6269841,0.652,2.9603174,0.829,3.4920635,0.799,2.4285715,0.681,3.9603174,0.733,3.7777777,0.677,2.8650794,1.469,1.7063493,0.33,3.3333333,0.818,0.30952382,1.511,2.1031747,1.16,0.015873017,1.209,0.30952382,-0.006,0,1
classical,0.864,1.8015873,0.661,3.2619047,0.796,3.936508,0.793,2.6507936,0.67,4.031746,0.739,4.111111,0.668,3.8650794,1.785,1.7222222,0.296,3.6984127,0.951,0.37301588,1.655,2.1031747,1.353,0.11111111,1.399,0.34920636,-0.006,0,1
classical,0.794,2.063492,0.604,2.5952382,0.787,3.4682539,0.81,2.3412697,0.673,3.3095238,0.68,3.8809524,0.724,0.67460316,1.184,2.7222223,0.389,2.2380953,0.768,1.0396825,1.411,3.1984127,0.938,0.071428575,1.007,0.97619045,-0.006,0,1
classical,0.86,1.8888888,0.669,3.2857144,0.812,3.9761906,0.822,2.6111112,0.691,3.8333333,0.707,3.952381,0.691,3.5396826,1.633,1.8015873,0.346,3.9682539,0.97,0.42063493,1.625,2.436508,1.237,0.3968254,1.285,0.52380955,-0.006,0,1
classical,0.864,1.8412699,0.712,3.1984127,0.817,3.9285715,0.842,2.6349206,0.69,3.9603174,0.744,3.8888888,0.7,3.3492064,1.57,1.7063493,0.395,4.031746,0.976,0.26984128,1.544,2.2063491,1.218,0.007936508,1.289,0.42063493,-0.006,0,1
classical,0.831,2.1349206,0.64,2.8253968,0.814,3.5396826,0.796,1.9841269,0.672,3.3809524,0.726,3.2460318,0.709,2.0079365,1.254,1.7460318,0.35,2.3730159,0.705,0.63492066,1.49,2.4126985,0.977,0.41269842,1.054,0.82539684,-0.006,0,1
classical,0.874,1.7301587,0.662,2.9920635,0.818,3.6190476,0.83,2.2698412,0.679,3.8333333,0.754,3.7142856,0.662,2.7380953,1.498,1.9920635,0.3,2.9920635,0.82,0.45238096,1.479,2.452381,1.128,0.015873017,1.177,0.33333334,-0.006,0,1
classical,0.803,2.1904762,0.63,2.4444444,0.809,3.142857,0.74,1.7460318,0.674,3.0396826,0.708,3.2777777,0.672,0.7222222,1.108,2.420635,0.335,2.0873015,0.628,0.7222222,1.37,2.563492,0.901,0,0.937,0.24603175,-0.006,0,1
classical,0.806,2.3412697,0.655,3.1031747,0.825,3.7460318,0.806,2.1984127,0.687,3.8412697,0.714,3.7222223,0.709,2.6825397,1.366,1.6111112,0.336,2.9761906,0.757,0.34126985,1.522,2.6746032,1.079,0.47619048,1.122,0.64285713,-0.006,0,1
classical,0.857,1.9206349,0.647,3.2777777,0.807,3.7936509,0.799,2.7380953,0.679,4.3492064,0.741,4.0238094,0.676,3.8095238,1.674,1.6190476,0.304,3.9126985,0.89,0.31746033,1.657,2.047619,1.329,0.3968254,1.376,0.515873,-0.006,0,1
classical,0.821,2.0555556,0.614,2.484127,0.808,3.1904762,0.739,1.9206349,0.668,3.4285715,0.692,3.2301588,0.68,0.8492063,1.133,2.3412697,0.344,1.8095238,0.654,0.9126984,1.399,2.563492,0.914,0,0.963,0.42063493,-0.006,0,1
classical,0.836,2.0952382,0.639,3.0714285,0.809,3.6111112,0.785,2.3095238,0.679,3.6349206,0.705,3.5,0.697,2.420635,1.39,1.9047619,0.337,3.2698412,0.79,0.37301588,1.553,2.2698412,1.068,0.16666667,1.124,0.34920636,-0.005,0,1
classical,0.883,1.5634921,0.617,2.9682539,0.788,3.6984127,0.79,2.4047618,0.675,3.7698412,0.696,3.8412697,0.676,2.3650794,1.528,2.4444444,0.307,2.6746032,0.785,0.8968254,1.517,2.952381,1.128,0.007936508,1.202,0.6111111,-0.006,0,1
classical,0.851,1.8730159,0.636,2.6111112,0.806,3.3095238,0.765,2.047619,0.678,3.4761906,0.706,3.420635,0.683,1.9047619,1.277,1.8015873,0.307,2.7222223,0.725,0.4047619,1.492,2.1904762,1.015,0,1.055,0.21428572,-0.006,0,1
classical,0.856,1.8492063,0.695,3.3888888,0.803,3.9920635,0.852,2.6190476,0.678,3.8492064,0.71,4.0634923,0.709,3.5873015,1.641,1.7063493,0.377,4.111111,0.919,0.2936508,1.61,2.3650794,1.318,0.13492064,1.365,0.56349206,-0.005,0,1
classical,0.821,2.1904762,0.665,2.984127,0.836,3.579365,0.831,2.5555556,0.675,3.8253968,0.717,3.4761906,0.726,2.9444444,1.49,1.8095238,0.347,3.2936509,0.829,0.3888889,1.643,2.4444444,1.112,0.3015873,1.181,0.6984127,-0.005,0,1
classical,0.815,2.1349206,0.647,2.9761906,0.834,3.579365,0.81,2.1190476,0.679,3.6904762,0.728,3.452381,0.675,2.4285715,1.35,1.7936507,0.33,3.0317461,0.759,0.31746033,1.464,2.484127,1.053,0.1904762,1.08,0.46031746,-0.006,0,1
classical,0.865,1.7857143,0.647,3.0714285,0.802,3.7698412,0.807,2.3333333,0.681,3.9920635,0.746,3.8015873,0.656,3.3412697,1.586,1.7698413,0.284,3.3888888,0.853,0.26190478,1.535,2.1587303,1.195,0.015873017,1.232,0.25396827,-0.006,0,1
classical,0.873,1.8968254,0.618,2.857143,0.788,3.5555556,0.768,2.2301588,0.677,3.8174603,0.687,3.7380953,0.638,2.8650794,1.439,1.8253968,0.284,2.9285715,0.745,0.25396827,1.474,2.015873,1.13,0,1.156,0.1904762,-0.006,0,1
classical,0.843,2.015873,0.664,2.8412697,0.825,3.6825397,0.832,2.5873015,0.689,3.6111112,0.722,3.6349206,0.715,2.579365,1.539,2.0873015,0.328,3.3650794,0.847,0.5793651,1.656,2.7777777,1.126,0.4047619,1.183,0.73015875,-0.006,0,1
classical,0.838,2,0.636,2.7222223,0.795,3.6031747,0.849,2.3730159,0.675,4.015873,0.711,3.8253968,0.665,3.0555556,1.545,1.9285715,0.3,3.2698412,0.822,0.5,1.538,2.3809524,1.113,0.1984127,1.161,0.53174603,-0.006,0,1
classical,0.869,1.5396825,0.655,3.0714285,0.81,3.6111112,0.773,2.2142856,0.669,3.7539682,0.756,3.420635,0.67,2.7777777,1.406,1.5476191,0.337,3.3730159,0.785,0.1984127,1.438,2.1904762,1.189,0,1.215,0.20634921,-0.006,0,1
classical,0.854,1.9126984,0.676,3.0396826,0.811,3.8412697,0.847,2.5238094,0.68,3.8095238,0.707,4.111111,0.679,3.436508,1.603,1.7936507,0.343,3.8888888,0.899,0.3968254,1.567,2.4047618,1.246,0.3888889,1.283,0.53174603,-0.006,0,1
hiphop,0.857,1.968254,0.622,2.642857,0.776,3.4444444,0.729,2.015873,0.67,3.515873,0.714,3.3492064,0.663,2.0396826,1.225,1.6825397,0.293,2.6984127,0.648,0.32539684,1.415,2.2380953,1.017,0.03968254,1.051,0.2936508,-0.005,0,1
hiphop,0.871,1.7222222,0.691,3.2936509,0.817,3.7619047,0.833,2.6507936,0.662,4.404762,0.728,3.8650794,0.675,3.4444444,1.646,1.7222222,0.339,4.0634923,0.946,0.32539684,1.517,2.2460318,1.272,0.007936508,1.328,0.3809524,-0.006,0,1
hiphop,0.838,2.0555556,0.67,3.1507936,0.822,3.8253968,0.825,2.6031747,0.677,3.984127,0.741,3.7857144,0.69,3.5238094,1.606,1.6904762,0.324,3.7777777,0.829,0.26190478,1.611,2.2777777,1.278,0.3809524,1.312,0.45238096,-0.006,0,1
hiphop,0.784,2.0873015,0.601,2.3809524,0.778,3.1349206,0.713,1.531746,0.672,2.9603174,0.709,3.015873,0.666,0.34920636,1.038,2.6349206,0.366,1.1349206,0.634,1.1111112,1.281,2.7619047,0.825,0,0.92,0.515873,-0.006,0,1
hiphop,0.88,1.7460318,0.592,2.5952382,0.761,3.2777777,0.701,1.8571428,0.666,3.1825397,0.716,3.1111112,0.668,1.3809524,1.126,1.9920635,0.287,2.5952382,0.583,0.35714287,1.337,2.4047618,0.973,0,1.006,0.23015873,-0.005,0,1
hiphop,0.869,1.7222222,0.683,3.0079365,0.818,3.7619047,0.818,2.5555556,0.675,4.1349206,0.742,3.8492064,0.661,3.4444444,1.55,1.5555556,0.328,4.047619,0.881,0.1904762,1.476,2.0079365,1.262,0.007936508,1.303,0.18253969,-0.006,0,1
hiphop,0.814,2.1666667,0.674,2.7380953,0.835,3.4126985,0.78,2.063492,0.661,3.579365,0.692,3.3095238,0.714,1.2539682,1.254,1.9841269,0.359,2.9682539,0.76,0.5714286,1.46,2.3650794,0.971,0,1.03,0.3809524,-0.006,0,1
hiphop,0.841,1.8730159,0.649,2.7777777,0.815,3.579365,0.853,2.3333333,0.657,4.031746,0.707,3.8174603,0.747,1.4761904,1.435,2.0238094,0.365,3.0079365,0.882,0.61904764,1.564,2.6666667,1.071,0.015873017,1.148,0.5793651,-0.006,0,1
hiphop,0.873,1.7142857,0.675,3.047619,0.812,3.7380953,0.813,2.484127,0.675,4.015873,0.706,3.9126985,0.654,3.4285715,1.555,1.5634921,0.295,3.579365,0.858,0.2936508,1.565,1.9603175,1.253,0.18253969,1.276,0.31746033,-0.006,0,1
hiphop,0.826,2.0238094,0.622,2.5317461,0.783,3.2142856,0.73,1.7301587,0.662,3.3650794,0.727,3.1349206,0.654,1.3809524,1.159,2.5555556,0.308,2.0873015,0.663,0.6984127,1.37,3.0873015,0.91,0,0.955,0.46031746,-0.006,0,1
hiphop,0.804,2.4285715,0.647,3.047619,0.818,3.6825397,0.762,2.436508,0.676,3.920635,0.687,3.9682539,0.66,2.7301588,1.365,1.6746032,0.353,3.579365,0.833,0.30952382,1.423,2.0952382,1.089,0,1.107,0.1984127,-0.005,0,1
hiphop,0.824,1.968254,0.619,2.7301588,0.785,3.5396826,0.839,2.4920635,0.672,3.9047618,0.709,3.6746032,0.693,2.3095238,1.413,2.0079365,0.323,3.3650794,0.87,0.56349206,1.514,2.5952382,1.063,0.103174604,1.131,0.7380952,-0.006,0,1
hiphop,0.843,1.9047619,0.679,3.2142856,0.831,3.8174603,0.841,2.642857,0.676,4.142857,0.699,4.1190476,0.688,3.2936509,1.574,1.6984127,0.357,3.6587303,0.848,0.24603175,1.521,2.142857,1.245,0.015873017,1.281,0.21428572,-0.005,0,1
hiphop,0.845,1.8253968,0.647,3,0.812,3.6349206,0.845,2.5079365,0.666,3.9920635,0.697,4.2222223,0.655,3.3888888,1.622,1.6825397,0.292,3.4603174,0.831,0.2936508,1.571,2.1190476,1.273,0.015873017,1.304,0.25396827,-0.006,0,1
hiphop,0.856,1.968254,0.602,2.6587303,0.746,3.3253968,0.693,1.8888888,0.666,3.3650794,0.71,3.1507936,0.631,1.6269841,1.105,1.7222222,0.295,2.6507936,0.641,0.2936508,1.297,2.0396826,0.932,0,0.969,0.21428572,-0.006,0,1
hiphop,0.817,1.9444444,0.577,2.3015873,0.732,2.984127,0.631,1.4523809,0.663,2.8809524,0.707,2.9603174,0.617,0.5952381,0.948,2.2460318,0.294,1.6666666,0.532,0.8015873,1.178,2.6349206,0.848,0,0.886,0.33333334,-0.006,0,1
hiphop,0.846,1.8650794,0.623,3.1190476,0.787,3.7539682,0.747,2.1984127,0.67,3.9444444,0.726,3.5238094,0.669,2.3015873,1.321,1.6349206,0.298,3,0.706,0.26190478,1.428,2.2698412,1.069,0.007936508,1.109,0.15079366,-0.006,0,1
hiphop,0.834,2.015873,0.643,3.0952382,0.808,3.8174603,0.826,2.436508,0.665,3.7777777,0.726,3.5952382,0.723,2.7063491,1.431,1.6587301,0.338,2.984127,0.767,0.42857143,1.536,2.7142856,1.106,0.24603175,1.165,0.64285713,-0.006,0,1
hiphop,0.881,1.6587301,0.619,2.8095238,0.786,3.4444444,0.754,2.063492,0.666,3.547619,0.717,3.452381,0.682,2.0079365,1.232,1.7063493,0.337,3.0396826,0.712,0.24603175,1.385,2.9761906,1.021,0.03968254,1.049,0.42857143,-0.006,0,1
hiphop,0.886,1.5952381,0.656,3.436508,0.791,4,0.817,2.6349206,0.682,4.0079365,0.721,4.2619047,0.676,3.6111112,1.681,1.7222222,0.316,3.8650794,0.901,0.2936508,1.622,2.2460318,1.322,0.11111111,1.395,0.50793654,-0.006,0,1
hiphop,0.845,2.063492,0.606,2.563492,0.767,3.1984127,0.684,1.6984127,0.673,3.2619047,0.688,3.4444444,0.636,1.4047619,1.079,1.7460318,0.303,2.4603174,0.628,0.36507937,1.26,1.9603175,0.939,0,0.963,0.16666667,-0.006,0,1
hiphop,0.837,1.9523809,0.65,3.2063491,0.802,3.9126985,0.82,2.3968253,0.676,4.0793653,0.716,4.071429,0.687,3.5396826,1.591,1.6507937,0.302,3.5555556,0.81,0.21428572,1.604,2.4285715,1.305,0.46031746,1.341,0.5,-0.006,0,1
hiphop,0.822,2.1190476,0.646,2.7301588,0.791,3.436508,0.756,2.0079365,0.667,3.5317461,0.702,3.3650794,0.658,1.8492063,1.201,1.6031746,0.304,2.8095238,0.69,0.26984128,1.375,2.2777777,0.991,0.015873017,1.04,0.3888889,-0.005,0,1
hiphop,0.762,2.5238094,0.625,2.5238094,0.799,3.2698412,0.698,1.6269841,0.666,3.1269841,0.684,3.2142856,0.673,0.47619048,1.07,2.2301588,0.357,1.6190476,0.633,0.7380952,1.319,2.3333333,0.863,0,0.934,0.4047619,-0.005,0,1
hiphop,0.838,1.7777778,0.667,3.2857144,0.827,3.8809524,0.832,2.3015873,0.703,3.6587303,0.731,3.5555556,0.702,3.079365,1.464,1.6904762,0.393,3.4603174,0.858,0.2936508,1.502,2.7857144,1.219,0.26984128,1.251,0.5555556,-0.006,0,1
hiphop,0.808,2.142857,0.618,2.6587303,0.782,3.4603174,0.73,2.015873,0.675,3.5238094,0.719,3.142857,0.673,1.4523809,1.178,2.0079365,0.335,2.3730159,0.691,0.515873,1.369,2.9444444,0.94,0,0.985,0.37301588,-0.006,0,1
hiphop,0.839,1.9126984,0.569,2.3492064,0.724,2.9920635,0.628,1.5476191,0.668,2.7936509,0.696,2.9047618,0.626,0.6031746,0.953,1.9523809,0.309,1.6190476,0.532,0.42857143,1.177,2.2698412,0.85,0,0.896,0.2857143,-0.005,0,1
hiphop,0.844,2.2142856,0.65,3.1349206,0.807,3.8174603,0.773,2.4285715,0.67,3.7936509,0.705,3.857143,0.676,2.3809524,1.405,1.9285715,0.354,3.4682539,0.859,0.45238096,1.493,1.9285715,1.102,0,1.146,0.20634921,-0.005,0,1
hiphop,0.802,2.3174603,0.615,2.7619047,0.789,3.484127,0.699,1.7539682,0.663,3.3095238,0.724,3.3492064,0.645,1.468254,1.155,1.7936507,0.317,2.3333333,0.668,0.2857143,1.336,1.9206349,0.944,0,0.989,0.18253969,-0.005,0,1
hiphop,0.835,1.9603175,0.624,2.6825397,0.794,3.3650794,0.798,2.0317461,0.664,3.5317461,0.713,3.4285715,0.654,1.9523809,1.263,2.0873015,0.292,2.5873015,0.763,0.5714286,1.447,2.547619,0.992,0.007936508,1.02,0.1984127,-0.006,0,1
hiphop,0.809,2.3412697,0.656,3.1666667,0.815,3.8095238,0.817,2.4920635,0.687,3.8095238,0.708,3.9682539,0.672,2.7142856,1.397,1.8412699,0.376,3.857143,0.846,0.25396827,1.474,2.015873,1.096,0,1.126,0.0952381,-0.006,0,1
hiphop,0.811,2.1031747,0.614,2.3888888,0.797,3.3730159,0.796,2.0238094,0.682,3.1904762,0.7,3.420635,0.715,0.8333333,1.204,2.2222223,0.329,2.436508,0.747,0.84126985,1.389,2.642857,0.949,0.46031746,1.012,0.9285714,-0.006,0,1
hiphop,0.795,2.5555556,0.598,2.7777777,0.787,3.3095238,0.707,1.9444444,0.672,3.436508,0.708,3.4920635,0.653,1.8888888,1.184,1.6746032,0.296,2.6031747,0.599,0.30952382,1.363,2.2380953,0.999,0,1.019,0.22222222,-0.006,0,1
hiphop,0.86,1.8095238,0.598,2.5238094,0.769,3.1666667,0.746,2,0.678,3.5,0.722,3.3650794,0.652,1.6428572,1.198,2.3888888,0.292,2.3650794,0.632,0.4047619,1.377,2.9682539,0.952,0,0.991,0.54761904,-0.006,0,1
hiphop,0.856,1.8492063,0.695,3.3888888,0.803,3.9920635,0.852,2.6190476,0.671,4.2222223,0.716,4.0873017,0.709,3.5873015,1.641,1.7063493,0.377,4.111111,0.919,0.2936508,1.61,2.3650794,1.318,0.13492064,1.365,0.56349206,-0.005,0,1
hiphop,0.868,1.6031746,0.668,3.3095238,0.78,4.0079365,0.817,2.5952382,0.674,4.126984,0.723,4.0634923,0.675,3.4761906,1.645,1.7619047,0.315,3.6746032,0.861,0.31746033,1.603,2.642857,1.35,0.015873017,1.416,0.34920636,-0.006,0,1
