class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class label
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.844,4.1031747,0.867,4.1190476,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.83,4.2380953,0.858,4.1190476,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.857,3.9285715,0.893,3.9682539,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.84,4.15873,0.891,3.952381,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.817,4.3174605,0.896,3.9126985,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.836,3.9285715,0.851,4.174603,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.833,4.1507936,0.879,3.9603174,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.832,4.126984,0.888,3.952381,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.855,3.8333333,0.869,4.0634923,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.842,3.9047618,0.876,3.9920635,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.836,4.1825395,0.901,3.8730159,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.839,4.0793653,0.891,3.8968253,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.835,4.0873017,0.874,4.0634923,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.842,4.2777777,0.87,4.031746,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.84,4.015873,0.896,3.9603174,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.822,4.031746,0.901,3.920635,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.825,4.095238,0.886,3.9285715,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.85,4.15873,0.86,4.126984,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.836,4.2777777,0.892,3.936508,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.824,4.126984,0.873,4.0793653,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.841,4.071429,0.881,3.9920635,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.83,4.0396824,0.888,3.9444444,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.836,4.0873017,0.903,3.8968253,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.846,3.9126985,0.888,3.8809524,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.845,4.111111,0.912,3.8333333,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.846,3.8809524,0.877,4.0873017,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.845,4.142857,0.913,3.7301588,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.844,4.0396824,0.88,3.984127,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.83,4.2063494,0.876,4.0396824,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.856,3.9603174,0.885,3.9682539,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.843,3.984127,0.883,3.9920635,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.812,4.198413,0.876,3.9285715,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.844,4.031746,0.885,4.0079365,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.826,4.1031747,0.87,4.0793653,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.839,3.8968253,0.885,4.0238094,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.816,4.357143,0.898,3.8492064,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.829,4.2222223,0.869,4.1349206,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.846,4.2380953,0.91,3.8333333,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.852,3.9126985,0.859,4.0079365,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.84,3.936508,0.902,3.7777777,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.843,4.126984,0.837,4.2619047,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.832,4.0079365,0.927,3.6825397,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.827,4.214286,0.868,4.0238094,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.828,4.031746,0.883,3.9761906,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.831,4.047619,0.883,3.9920635,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.836,4.031746,0.88,3.8888888,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.823,4.0396824,0.867,4.1349206,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.838,3.920635,0.874,4.0793653,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
hiphop,0.869,1.8253968,0.624,2.8492064,0.794,3.5873015,0.775,1.9761904,0.835,4.2222223,0.868,4.1190476,0.688,1.8809524,1.411,1.7460318,0.366,2.8968253,0.771,0.41269842,1.399,2.7222223,0.959,0,1,0.46825397,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.836,4.15873,0.869,4.095238,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.851,3.9920635,0.872,4.071429,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.845,4.0396824,0.885,4.1031747,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.853,3.7777777,0.862,4.230159,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.857,4.0555553,0.868,4.174603,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.829,4.2539682,0.868,4.1904764,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.849,3.7142856,0.88,3.9761906,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.842,4.142857,0.887,4.0238094,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.845,3.984127,0.838,4.3174605,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.837,4.142857,0.896,3.8333333,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.846,4.047619,0.922,3.7460318,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.851,3.8888888,0.895,3.9603174,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.856,4.071429,0.868,4.095238,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.853,4.0079365,0.899,3.8809524,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.833,4.0396824,0.874,4.15873,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.818,4.198413,0.91,3.7857144,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.848,4.0396824,0.897,3.9444444,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.849,4.126984,0.866,4.142857,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.846,4.0793653,0.887,4.0873017,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.84,4.1349206,0.875,4.047619,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.844,3.8333333,0.883,4.015873,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.831,4.0079365,0.888,4.0079365,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.84,3.9761906,0.882,4.047619,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.839,4.174603,0.898,3.9047618,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.823,4.1031747,0.86,4.1904764,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.849,4.0396824,0.914,3.7301588,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.838,4.0634923,0.856,4.1507936,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.839,4.0873017,0.876,4.0873017,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.838,4.1190476,0.881,4,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.834,4.1825395,0.883,4.0238094,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.842,4.1904764,0.907,3.952381,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.84,4.142857,0.871,4.15873,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.853,4,0.905,3.8492064,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.826,4.2063494,0.88,3.984127,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.833,4.1825395,0.902,3.920635,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.867,3.8333333,0.893,4.0238094,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.845,4.15873,0.909,3.857143,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.844,4.1666665,0.91,3.8015873,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.845,4.0793653,0.886,3.984127,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.834,4.142857,0.889,3.8968253,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.844,4.095238,0.878,3.920635,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.856,3.857143,0.872,4.0793653,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.846,4.1031747,0.914,3.7936509,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.846,4.214286,0.871,4.1349206,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.853,3.936508,0.883,4.0396824,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.84,3.9285715,0.894,3.952381,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.838,3.9285715,0.892,3.8888888,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.83,4.1190476,0.888,3.936508,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.837,4.174603,0.852,4.198413,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.824,4.2380953,0.909,3.9126985,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
rock,0.81,2.2936509,0.642,2.857143,0.809,3.547619,0.836,2.1904762,0.849,3.952381,0.88,4.095238,0.672,2.6031747,1.659,2.642857,0.327,3.1349206,0.885,0.35714287,1.59,3.1349206,1.052,0.04761905,1.089,0.25396827,-0.003,0,3
