class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class label
disco,0.756,2.2460318,0.887,2.7539682,1.042,3.6984127,0.703,1.7619047,0.694,4.0634923,0.736,4.031746,0.867,3.547619,1.066,1.3333334,0.597,3.8015873,0.831,0.11904762,1.126,3.8492064,1.146,3.5555556,1.293,2.4285715,0,0,2
disco,0.723,2.1349206,0.836,2.6746032,1.056,3.515873,0.671,1.3968254,0.7,4.0238094,0.709,4.047619,0.745,2.6349206,0.982,1.2460318,0.504,2.6349206,0.776,0.08730159,1.201,3.8174603,1.063,4.2777777,1.238,3.079365,0,0,2
disco,0.712,2.1507936,0.893,2.047619,1.134,2.9761906,0.637,1.1825397,0.675,4.15873,0.71,4.031746,0.663,2.920635,0.871,0.7619048,0.473,1.968254,0.739,0.007936508,1.086,3.8253968,1.029,4.388889,1.22,3.8253968,0,0,2
disco,0.627,2.3888888,0.772,1.8253968,1.118,2.6269841,0.564,0.85714287,0.696,4.15873,0.703,4.142857,0.678,2.8333333,0.788,0.8888889,0.395,1.8015873,0.589,0.055555556,1.046,3.484127,1.005,4.4761906,1.149,3.7539682,0,0,2
disco,0.747,1.9761904,0.82,2.0396826,1.084,2.7936509,0.616,1.1031746,0.686,4.0238094,0.735,3.857143,0.72,2.2301588,0.81,1.1269841,0.436,1.3730159,0.636,0.1904762,1.069,3.2222223,1.017,4.269841,1.173,3.547619,0,0,2
disco,0.76,2.1825397,0.855,2.7460318,1.035,3.5,0.725,1.6349206,0.697,3.7936509,0.697,4.230159,0.767,2.8095238,1.053,1.2380953,0.554,2.8968253,0.85,0.18253969,1.209,3.5873015,1.104,3.7777777,1.26,2.9761906,0,0,2
disco,0.745,2.2936509,0.888,3.047619,1.067,3.7619047,0.716,1.8015873,0.688,4.15873,0.725,3.8492064,0.915,3.1269841,1.061,1.3492063,0.661,3.5317461,0.834,0.14285715,1.131,3.047619,1.1,4.404762,1.275,2.515873,0,0,2
disco,0.739,2.142857,0.88,2.6587303,1.097,3.4444444,0.695,1.5396825,0.678,4.0873017,0.725,3.7936509,0.794,2.9761906,0.99,1.1507937,0.549,2.7619047,0.829,0.08730159,1.14,3.4444444,1.056,4.1349206,1.27,2.9444444,0,0,2
disco,0.751,2.2301588,0.863,2.3650794,1.081,3.1746032,0.686,1.4047619,0.694,3.8888888,0.752,3.8888888,0.727,2.7619047,0.969,1.2222222,0.487,2.3730159,0.771,0.15079366,1.154,3.984127,1.049,4.325397,1.24,3.2460318,0,0,2
disco,0.422,2.2777777,0.798,1.3333334,1.211,2.2777777,0.495,0.5,0.684,4.0079365,0.682,4.0555553,0.652,3.7857144,0.636,0.3809524,0.35,1.6031746,0.5,0.007936508,0.859,2.8968253,0.965,4.6904764,1.135,4.325397,0,0,2
disco,0.747,2.2142856,0.806,2.9920635,0.987,3.7857144,0.67,1.7222222,0.698,3.9920635,0.711,4.214286,0.751,3.3333333,1.093,1.2380953,0.563,3.2460318,0.857,0.12698413,1.244,4.2460318,1.186,2.5396826,1.27,2.4126985,0,0,2
disco,0.505,2.3333333,0.9,1.6349206,1.207,2.547619,0.506,0.73015875,0.676,4.1904764,0.694,3.8650794,0.678,2.7539682,0.71,0.6666667,0.435,1.3492063,0.586,0.031746034,0.97,2.952381,0.975,4.7063494,1.164,4.095238,0,0,2
disco,0.734,2.2857144,0.886,2.984127,1.062,3.7063491,0.701,1.7460318,0.704,3.9682539,0.734,4.2063494,0.935,3.1031747,1.023,1.4285715,0.691,3.7698412,0.831,0.18253969,1.08,3.1507936,1.136,3.4047618,1.303,2.420635,0,0,2
disco,0.73,2.1904762,0.819,2.5714285,1.063,3.3412697,0.668,1.3492063,0.697,4.3333335,0.75,3.7460318,0.728,2.9047618,0.957,1.1269841,0.483,2.4761906,0.748,0.14285715,1.147,3.8809524,1.07,4.1031747,1.227,3.2301588,0,0,2
disco,0.475,2.0396826,0.81,1.5,1.153,2.3730159,0.543,0.63492066,0.685,4.1031747,0.707,3.920635,0.662,3.5317461,0.633,0.8015873,0.343,1.4603175,0.526,0.03968254,0.913,3.3492064,0.981,4.674603,1.146,4.1031747,0,0,2
disco,0.694,2.0079365,0.858,1.9444444,1.136,2.7619047,0.619,1.0158731,0.683,3.9444444,0.699,4.1349206,0.736,3.079365,0.832,1.0634921,0.469,1.5793651,0.681,0.23809524,1.081,3.2777777,1.005,4.7460318,1.206,3.7063491,0,0,2
disco,0.578,2.4682539,0.854,1.9047619,1.175,2.8968253,0.556,0.8095238,0.687,3.9682539,0.704,4.214286,0.697,3.0555556,0.744,0.5555556,0.453,1.4761904,0.607,0.03968254,0.97,2.8095238,0.965,4.6904764,1.141,3.857143,0,0,2
disco,0.773,2.0873015,0.912,2.484127,1.103,3.2539682,0.711,1.3571428,0.681,4.2222223,0.733,4.0238094,0.745,2.4444444,0.985,1.1984127,0.526,2.4920635,0.817,0.071428575,1.235,3.7142856,1.054,4.031746,1.283,3.2142856,0,0,2
disco,0.729,2.2777777,0.834,2.2698412,1.087,3.1111112,0.628,1.2380953,0.697,4.230159,0.728,3.9920635,0.724,2.9444444,0.88,1.0873016,0.477,2.1111112,0.735,0.13492064,1.068,3.5238094,1.022,4.1825395,1.189,3.5317461,0,0,2
disco,0.726,2.2142856,0.918,2.8650794,1.106,3.7539682,0.683,1.5793651,0.694,3.8174603,0.74,4.0396824,0.868,3.8888888,1.01,1.0793651,0.668,4.0238094,0.84,0.04761905,1.055,3.6190476,1.1,3.7857144,1.297,2.6587303,0,0,2
disco,0.704,2.3253968,0.84,2.2857144,1.078,3.1031747,0.651,1.1825397,0.694,3.9444444,0.697,3.9126985,0.701,2.7619047,0.909,1.1111112,0.464,2.1984127,0.745,0.071428575,1.115,4.214286,1.027,4.595238,1.222,3.3730159,0,0,2
disco,0.598,2.3015873,0.809,1.8333334,1.08,2.7698412,0.557,0.7777778,0.706,4.0079365,0.733,3.8968253,0.651,2.6190476,0.761,0.75396824,0.406,1.5873016,0.587,0.06349207,1.009,3.452381,0.986,4.6031747,1.152,3.8650794,0,0,2
disco,0.626,2.2936509,0.889,1.8333334,1.182,2.6111112,0.584,0.95238096,0.67,3.9285715,0.687,4.15873,0.686,3.0714285,0.806,0.88095236,0.449,1.5396825,0.684,0.07936508,1.032,3.8253968,1,4.7619047,1.193,3.9682539,0,0,2
disco,0.734,2.2698412,0.889,2.7301588,1.057,3.515873,0.703,1.7698413,0.678,4.3650794,0.723,4.15873,0.901,2.7460318,1.013,1.4523809,0.621,3.3015873,0.822,0.23015873,1.149,2.8333333,1.158,3.1349206,1.31,2.4444444,0,0,2
disco,0.738,2.1269841,0.873,2.8730159,1.033,3.7936509,0.711,1.7698413,0.671,4.0873017,0.752,4.0873017,0.834,3.2619047,1.074,1.2777778,0.539,3.3968253,0.848,0.12698413,1.184,3.7539682,1.204,2.8095238,1.306,2.436508,0,0,2
disco,0.783,2.047619,0.864,2.9126985,0.999,3.7142856,0.7,1.8095238,0.687,4.1031747,0.758,3.9761906,0.885,3.2460318,1.103,1.4365079,0.594,3.6746032,0.873,0.103174604,1.177,3.8174603,1.221,2.5952382,1.313,2.1269841,0,0,2
disco,0.764,1.9920635,0.865,2.857143,1.022,3.6587303,0.684,1.8253968,0.702,4.0396824,0.79,3.6984127,0.898,3.2777777,1.092,1.3412699,0.591,3.7063491,0.86,0.16666667,1.176,3.6904762,1.202,2.7142856,1.295,2.1587303,0,0,2
disco,0.744,2.2301588,0.84,2.6190476,1.022,3.4761906,0.667,1.7301587,0.686,4.071429,0.777,3.7063491,0.82,3.5079365,1.051,1.1111112,0.555,3.6349206,0.802,0.0952381,1.165,3.6746032,1.196,2.436508,1.282,2.420635,0,0,2
disco,0.777,2.1746032,0.868,2.6190476,1.037,3.4682539,0.694,1.8412699,0.7,4.198413,0.735,4.031746,0.878,2.7857144,1.054,1.3015873,0.604,3.079365,0.848,0.17460318,1.159,3.2857144,1.212,2.5079365,1.309,2.2380953,0,0,2
disco,0.742,2.142857,0.867,2.7222223,1.041,3.4285715,0.695,1.8492063,0.706,4.0873017,0.767,3.8968253,0.892,2.3253968,1.064,1.4603175,0.608,3.1031747,0.841,0.24603175,1.176,3.1984127,1.19,2.3492064,1.268,2.2460318,0,0,2
disco,0.77,2.0317461,0.791,3.2301588,0.961,3.9047618,0.69,1.7936507,0.693,3.9682539,0.775,4.0396824,0.766,3.1666667,1.142,1.3809524,0.554,3.3968253,0.891,0.11111111,1.302,4.1349206,1.212,2.4920635,1.314,2.1666667,0,0,2
disco,0.569,2.1269841,0.785,1.5396825,1.141,2.3650794,0.538,0.76984125,0.703,3.8968253,0.675,4.1031747,0.672,2.6349206,0.758,0.86507934,0.363,1.1190476,0.593,0.06349207,1.022,3.5873015,0.996,4.5634923,1.151,4.111111,0,0,2
disco,0.734,2.2857144,0.886,2.984127,1.062,3.7063491,0.701,1.7460318,0.691,4.1904764,0.749,3.9047618,0.935,3.1031747,1.023,1.4285715,0.691,3.7698412,0.831,0.18253969,1.08,3.1507936,1.136,3.4047618,1.303,2.420635,0,0,2
disco,0.62,2.1507936,0.862,1.8730159,1.169,2.7063491,0.593,0.8730159,0.689,4.1190476,0.725,3.9920635,0.682,2.357143,0.783,0.8968254,0.412,1.2222222,0.666,0.07936508,1.052,3.2777777,0.977,4.515873,1.146,3.8253968,0,0,2
disco,0.771,1.9365079,0.855,2.936508,0.998,3.7857144,0.712,1.8333334,0.699,4.0634923,0.754,3.9126985,0.876,3.1269841,1.116,1.4761904,0.589,3.4126985,0.851,0.17460318,1.198,3.3650794,1.203,2.7380953,1.299,2.015873,0,0,2
disco,0.77,1.8809524,0.859,2.8730159,1.008,3.5952382,0.701,1.9047619,0.696,3.8809524,0.718,4.174603,0.875,3.0714285,1.113,1.3888888,0.587,3.7063491,0.855,0.1904762,1.205,3.6904762,1.249,1.8968254,1.324,1.9444444,0,0,2
disco,0.78,2.0079365,0.865,2.9126985,1.014,3.7063491,0.707,1.8253968,0.694,4.0873017,0.737,4.071429,0.913,3.1825397,1.125,1.5158731,0.638,3.563492,0.879,0.14285715,1.181,3.5396826,1.192,2.920635,1.3,2.0873015,0,0,2
disco,0.746,2.1349206,0.878,3,1.058,3.8730159,0.692,1.7698413,0.685,4.142857,0.734,4.0873017,0.926,3.079365,1.051,1.2142857,0.674,3.3015873,0.825,0.16666667,1.108,3.047619,1.141,3.3809524,1.274,2.3412697,0,0,2
disco,0.786,1.6825397,0.828,3.1111112,0.967,3.9682539,0.697,1.8809524,0.682,4.1349206,0.746,3.8888888,0.857,3.3174603,1.139,1.5238096,0.572,3.7142856,0.893,0.071428575,1.229,3.9444444,1.262,2.2222223,1.312,1.6825397,0,0,2
disco,0.761,1.7936507,0.836,2.9126985,0.983,3.7857144,0.695,1.9285715,0.69,4.214286,0.767,4.0079365,0.866,3.1666667,1.126,1.4761904,0.586,3.4761906,0.875,0.21428572,1.197,3.9047618,1.235,2.1190476,1.32,1.8174603,0,0,2
disco,0.742,2.142857,0.867,2.7222223,1.041,3.4285715,0.695,1.8492063,0.684,4.2619047,0.747,3.8333333,0.892,2.3253968,1.064,1.4603175,0.608,3.1031747,0.841,0.24603175,1.176,3.1984127,1.19,2.3492064,1.268,2.2460318,0,0,2
disco,0.738,2.1269841,0.873,2.8730159,1.033,3.7936509,0.711,1.7698413,0.703,4.0634923,0.737,4.214286,0.834,3.2619047,1.074,1.2777778,0.539,3.3968253,0.848,0.12698413,1.184,3.7539682,1.204,2.8095238,1.306,2.436508,0,0,2
disco,0.747,2.1031747,0.879,2.8492064,1.042,3.6666667,0.708,1.7460318,0.685,4.230159,0.748,3.8253968,0.875,3.436508,1.086,1.2380953,0.581,3.5873015,0.851,0.11904762,1.162,3.7142856,1.194,3.142857,1.291,2.3888888,0,0,2
disco,0.765,2.0238094,0.86,2.984127,1.025,3.7777777,0.691,1.8492063,0.685,4.3492064,0.757,3.920635,0.904,3.3015873,1.084,1.4206349,0.613,4.0238094,0.856,0.16666667,1.15,3.6746032,1.187,2.7777777,1.279,2.1904762,0,0,2
disco,0.554,2.2460318,0.791,1.7301587,1.102,2.563492,0.56,0.7777778,0.673,4.015873,0.709,3.9285715,0.655,3.0873015,0.73,0.7222222,0.369,1.3095238,0.564,0.03968254,0.988,3.563492,0.999,4.65873,1.186,3.9761906,0,0,2
disco,0.754,2.1507936,0.899,2.9603174,1.076,3.7460318,0.711,1.8888888,0.687,3.9761906,0.787,3.7698412,0.914,3.079365,1.058,1.2539682,0.71,3.9047618,0.885,0.11904762,1.122,3.0079365,1.13,3.7777777,1.281,2.6269841,0,0,2
disco,0.746,2.1666667,0.903,2.7777777,1.118,3.4444444,0.679,1.6587301,0.667,4.2063494,0.701,4.1349206,0.867,3.420635,0.976,1.3333334,0.654,3.6984127,0.858,0.07936508,1.082,3.4761906,1.035,4.5238094,1.26,2.9285715,0,0,2
disco,0.743,2.079365,0.892,3.063492,1.08,3.6587303,0.676,1.7380953,0.679,4.1190476,0.745,3.7142856,0.937,3.2777777,1.056,1.3571428,0.69,4.047619,0.877,0.08730159,1.101,3.5079365,1.127,3.5317461,1.285,2.4920635,0,0,2
disco,0.747,2.1031747,0.879,2.8492064,1.042,3.6666667,0.708,1.7460318,0.693,4.031746,0.729,4,0.875,3.436508,1.086,1.2380953,0.581,3.5873015,0.851,0.11904762,1.162,3.7142856,1.194,3.142857,1.291,2.3888888,0,0,2
disco,0.768,1.9603175,0.85,2.9126985,1.012,3.6904762,0.695,1.8095238,0.699,3.9761906,0.731,4.0555553,0.875,3.1746032,1.085,1.3571428,0.541,3.579365,0.844,0.11904762,1.186,3.5396826,1.207,2.6031747,1.292,2.1507936,0,0,2
disco,0.546,2.3333333,0.839,1.6746032,1.164,2.563492,0.57,0.84126985,0.675,4.2063494,0.691,4,0.666,2.984127,0.732,0.7063492,0.396,1.3888888,0.629,0.007936508,0.988,3.0317461,0.969,4.6349206,1.162,4.071429,0,0,2
disco,0.778,1.9761904,0.862,3.1190476,1.01,3.952381,0.707,1.7777778,0.691,4.0238094,0.757,3.952381,0.942,3.1984127,1.109,1.531746,0.681,3.7380953,0.842,0.103174604,1.127,3.3174603,1.171,3.4761906,1.283,2.0238094,0,0,2
disco,0.794,1.9920635,0.929,2.6349206,1.106,3.4285715,0.674,1.5396825,0.697,4.0396824,0.749,3.8730159,0.856,3.2936509,0.991,1.3730159,0.638,3.3412697,0.811,0.103174604,1.088,3.7936509,1.085,3.9603174,1.289,2.7539682,0,0,2
disco,0.728,2.2063491,0.82,2.2698412,1.094,3.2063491,0.636,1.1190476,0.689,3.936508,0.732,3.9761906,0.713,2.7619047,0.877,1.1190476,0.466,1.9206349,0.704,0.15079366,1.12,3.484127,0.993,4.7063494,1.174,3.547619,0,0,2
disco,0.776,2.0238094,0.869,3.1031747,1.032,3.7936509,0.69,1.7301587,0.701,3.936508,0.745,3.7460318,0.912,3.4761906,1.117,1.2460318,0.643,3.9126985,0.855,0.055555556,1.137,3.6984127,1.201,3.1666667,1.296,2.2222223,0,0,2
disco,0.734,2.2698412,0.889,2.7301588,1.057,3.515873,0.703,1.7698413,0.699,4.126984,0.72,4.095238,0.901,2.7460318,1.013,1.4523809,0.621,3.3015873,0.822,0.23015873,1.149,2.8333333,1.158,3.1349206,1.31,2.4444444,0,0,2
disco,0.771,1.8730159,0.847,2.8809524,0.991,3.6587303,0.698,1.968254,0.694,3.8888888,0.696,4.1507936,0.857,3.1904762,1.133,1.4206349,0.586,3.5396826,0.877,0.17460318,1.2,3.8253968,1.252,2.079365,1.3,1.8174603,0,0,2
disco,0.697,2.4126985,0.865,2.1666667,1.123,3.1349206,0.63,1.1746032,0.677,4.1666665,0.74,4.0634923,0.705,2.9682539,0.873,0.97619045,0.491,2.2222223,0.741,0.03968254,1.064,3.7222223,1.024,4.611111,1.199,3.7063491,0,0,2
disco,0.749,2.1111112,0.839,2.6587303,1.08,3.4761906,0.664,1.4603175,0.689,4.1666665,0.739,4.0793653,0.795,2.9761906,0.967,1.2063493,0.529,2.6031747,0.793,0.15873016,1.147,3.4603174,1.075,3.9920635,1.232,3.0396826,0,0,2
disco,0.709,2.4285715,0.784,2.3412697,1.025,3.2460318,0.594,1.1666666,0.678,3.857143,0.695,4.1507936,0.702,2.2698412,0.902,0.8968254,0.466,2.0873015,0.644,0.06349207,1.156,3.3888888,1.074,3.7460318,1.179,3.2460318,0,0,2
disco,0.757,2.1984127,0.865,2.7380953,1.053,3.5873015,0.693,1.8412699,0.697,3.8809524,0.754,4.031746,0.906,2.7380953,1.04,1.4603175,0.67,3.2539682,0.825,0.37301588,1.102,2.8095238,1.118,3.2936509,1.282,2.5396826,0,0,2
disco,0.763,2.015873,0.871,2.4761906,1.121,3.1904762,0.67,1.2460318,0.679,4.1507936,0.74,4.111111,0.731,2.7698412,0.927,1.1507937,0.511,2.4920635,0.771,0.06349207,1.134,3.920635,1.042,4.2777777,1.243,3.2698412,0,0,2
disco,0.74,2.2380953,0.901,2.7936509,1.105,3.4920635,0.677,1.7698413,0.702,3.952381,0.713,4.428571,0.885,3.4444444,1.018,1.1746032,0.644,3.6587303,0.82,0.071428575,1.081,3.5555556,1.105,3.8253968,1.261,2.6904762,0,0,2
disco,0.586,2.1031747,0.784,1.7698413,1.085,2.6666667,0.558,0.8888889,0.687,4.015873,0.695,3.952381,0.675,3.015873,0.746,1.0714285,0.374,1.4285715,0.586,0.06349207,0.996,3.6111112,0.989,4.730159,1.141,3.8809524,0,0,2
disco,0.794,2.0555556,0.876,3.0396826,1.02,3.8888888,0.682,1.8650794,0.684,3.9285715,0.773,3.984127,0.914,3.1587303,1.109,1.3650794,0.686,4.0555553,0.852,0.13492064,1.16,3.3809524,1.206,2.8333333,1.301,2.1190476,0,0,2
disco,0.694,2.4603174,0.82,2.2142856,1.087,3.0079365,0.644,1.1111112,0.691,4.15873,0.737,3.8015873,0.722,2.8650794,0.832,1.031746,0.444,1.8015873,0.666,0.11111111,1.08,3.2936509,1.003,4.6666665,1.187,3.5555556,0,0,2
disco,0.742,2.1111112,0.866,2.3015873,1.102,3.1746032,0.688,1.2460318,0.686,4.214286,0.764,3.8809524,0.705,2.7698412,0.925,1.0396825,0.518,2.2063491,0.792,0.103174604,1.117,4.0396824,1.033,4.5,1.216,3.5396826,0,0,2
disco,0.461,2.047619,0.77,1.4126984,1.193,2.2460318,0.514,0.6031746,0.691,4.0079365,0.722,4.0555553,0.666,3.420635,0.692,0.9444444,0.359,1.5873016,0.539,0.023809524,0.949,3.3968253,0.971,4.698413,1.12,4.2460318,0,0,2
disco,0.708,2.3492064,0.853,2.2380953,1.095,3.079365,0.665,1.1666666,0.698,4.0873017,0.721,4.0634923,0.728,2.7936509,0.893,1.0158731,0.459,1.9285715,0.711,0.15873016,1.131,3.3333333,1.008,4.6666665,1.211,3.4285715,0,0,2
disco,0.678,2.4126985,0.898,2.1349206,1.151,2.920635,0.648,1.1349206,0.666,4.1031747,0.732,4.0238094,0.699,3.3888888,0.832,0.7222222,0.479,2.2539682,0.721,0.023809524,1.033,3.484127,1.002,4.7539682,1.223,3.8253968,0,0,2
disco,0.71,2.2936509,0.842,2.1746032,1.098,2.9682539,0.648,1.0476191,0.689,3.9126985,0.712,3.984127,0.683,2.9047618,0.865,0.96031743,0.455,1.9761904,0.714,0.071428575,1.081,3.8174603,1.024,4.428571,1.217,3.515873,0,0,2
disco,0.71,2.2063491,0.804,2.1507936,1.08,2.9682539,0.607,1.0634921,0.684,3.9285715,0.712,3.8809524,0.71,2.9444444,0.848,0.97619045,0.421,1.7063493,0.689,0.12698413,1.068,3.3253968,1.006,4.6666665,1.183,3.5714285,0,0,2
disco,0.622,2.2619047,0.812,1.8333334,1.116,2.6746032,0.559,0.9047619,0.684,4.1825395,0.702,4.0238094,0.713,3.2619047,0.753,0.9285714,0.409,1.8333334,0.615,0.13492064,1.002,3.2777777,0.996,4.7063494,1.145,3.857143,0,0,2
disco,0.445,1.9920635,0.744,1.468254,1.08,2.4444444,0.486,0.5873016,0.693,4,0.703,3.9761906,0.648,2.9444444,0.643,0.6825397,0.345,1.3492063,0.476,0.0952381,0.92,2.5555556,0.964,4.714286,1.11,4.15873,0,0,2
disco,0.743,2.1269841,0.828,2.2380953,1.084,3.079365,0.655,1.1349206,0.694,4.2222223,0.694,4.0793653,0.703,2.7539682,0.874,1.0555556,0.471,1.8730159,0.697,0.0952381,1.095,3.857143,1.02,4.373016,1.183,3.5238094,0,0,2
disco,0.659,2.3174603,0.79,1.9523809,1.084,2.8015873,0.55,0.8968254,0.704,3.8253968,0.717,3.7936509,0.694,3.2222223,0.776,0.88095236,0.405,1.9841269,0.609,0.007936508,0.989,3.7301588,1.015,4.611111,1.156,3.7142856,0,0,2
disco,0.745,2.0396826,0.888,2.6904762,1.065,3.4682539,0.698,1.4841269,0.691,4.1507936,0.758,3.7460318,0.704,2.8412697,0.995,1.0793651,0.541,2.7777777,0.84,0.06349207,1.173,4.111111,1.065,4.2460318,1.286,3.2063491,0,0,2
disco,0.698,2.2539682,0.869,2.2857144,1.123,3.2539682,0.648,1.0952381,0.691,4.230159,0.75,3.8730159,0.734,3.2698412,0.886,0.7777778,0.491,2.2619047,0.742,0.04761905,1.056,3.3809524,1.03,4.6666665,1.216,3.579365,0,0,2
disco,0.583,1.8809524,0.733,1.8095238,0.998,2.6587303,0.472,0.8095238,0.675,4.0793653,0.692,4.1031747,0.678,2.9603174,0.71,0.96825397,0.382,1.5634921,0.565,0.031746034,0.986,3.1507936,0.991,4.6190476,1.131,3.7142856,0,0,2
disco,0.67,2.2539682,0.799,2.1190476,1.079,2.9444444,0.552,0.9444444,0.693,4.031746,0.734,3.7777777,0.695,2.4126985,0.79,0.8492063,0.434,1.8888888,0.614,0.031746034,1.036,3.357143,1.022,4.515873,1.16,3.7222223,0,0,2
disco,0.613,2.0873015,0.832,1.8333334,1.146,2.7063491,0.531,0.84126985,0.681,3.952381,0.713,3.9285715,0.694,2.6587303,0.782,0.9444444,0.438,1.1825397,0.603,0.055555556,1.036,3.4920635,0.993,4.6190476,1.146,3.8968253,0,0,2
disco,0.373,1.9841269,0.721,1.2936507,1.119,2.2063491,0.487,0.47619048,0.672,4.1904764,0.737,3.7539682,0.629,3.3809524,0.596,0.7222222,0.305,1.2619047,0.46,0.015873017,0.879,2.857143,0.967,4.6507936,1.105,4.2460318,0,0,2
disco,0.422,2.0555556,0.837,1.3968254,1.229,2.2777777,0.497,0.5793651,0.683,4.0873017,0.671,4.1507936,0.671,3.515873,0.653,0.6984127,0.357,1.3333334,0.53,0.03968254,0.902,2.7619047,0.965,4.626984,1.149,4.15873,0,0,2
hiphop,0.548,2.1031747,0.701,1.6904762,0.931,2.436508,0.485,0.7063492,0.689,4.047619,0.721,4.015873,0.6,1.8492063,0.719,0.82539684,0.345,1.0952381,0.495,0.03968254,1.059,3.9285715,0.997,4.6666665,1.113,3.9920635,0,0,2
hiphop,0.495,2.0396826,0.746,1.4603175,1.092,2.3730159,0.518,0.6825397,0.676,4.0793653,0.725,3.8809524,0.626,2.3650794,0.749,0.97619045,0.322,1.1269841,0.514,0.055555556,1.047,3.857143,0.99,4.7222223,1.094,4.126984,0,0,2
hiphop,0.726,2.3412697,0.879,2.5873015,1.113,3.3968253,0.671,1.5952381,0.675,3.9444444,0.75,3.8730159,0.883,3.4920635,0.944,1.2619047,0.623,3.515873,0.786,0.14285715,1.059,3.3174603,1.061,4.047619,1.258,2.8412697,0,0,2
hiphop,0.549,2.1111112,0.728,1.5555556,1.063,2.4126985,0.527,0.6904762,0.675,4.126984,0.72,3.9285715,0.622,1.8174603,0.804,0.86507934,0.374,0.99206346,0.568,0.055555556,1.13,3.8968253,1.001,4.5873017,1.089,4.198413,0,0,2
hiphop,0.694,2.2698412,0.835,2.3174603,1.09,3.2460318,0.64,1.0952381,0.686,3.936508,0.724,3.9444444,0.687,2.6190476,0.906,0.7380952,0.485,2.1111112,0.736,0.055555556,1.128,3.3888888,1.028,4.571429,1.192,3.6190476,0,0,2
hiphop,0.626,2.3968253,0.834,1.8888888,1.115,2.7698412,0.595,0.8968254,0.687,4.214286,0.715,3.952381,0.63,2.0714285,0.812,0.8968254,0.405,1.4126984,0.658,0.007936508,1.093,4.0873017,0.988,4.7619047,1.15,3.8730159,0,0,2
hiphop,0.422,2,0.697,1.4365079,1.014,2.420635,0.479,0.5714286,0.689,4.325397,0.702,3.952381,0.597,2.2460318,0.679,0.61904764,0.32,0.96031743,0.448,0.071428575,0.984,3.3730159,0.965,4.7380953,1.068,4.2619047,0,0,2
hiphop,0.615,2.1587303,0.834,1.8809524,1.149,2.7380953,0.587,0.85714287,0.668,4.34127,0.721,3.9444444,0.648,1.8571428,0.842,0.88095236,0.408,1.1349206,0.613,0.08730159,1.144,3.6666667,0.985,4.571429,1.128,3.8888888,0,0,2
hiphop,0.724,2.2777777,0.863,2.6984127,1.081,3.547619,0.68,1.4523809,0.684,4.2460318,0.706,4.0396824,0.794,2.7777777,0.98,1.2698413,0.555,2.7539682,0.812,0.103174604,1.153,3.6111112,1.071,4.230159,1.241,3.015873,0,0,2
hiphop,0.598,2.2936509,0.813,1.8015873,1.115,2.7619047,0.565,0.7777778,0.69,4.142857,0.725,3.8809524,0.642,2.6507936,0.811,0.74603176,0.395,1.4047619,0.622,0.055555556,1.038,3.7539682,0.986,4.6190476,1.142,3.8968253,0,0,2
hiphop,0.668,2.2380953,0.778,2.1031747,1.054,2.952381,0.532,0.9047619,0.678,4.1825395,0.694,4.2619047,0.668,2.142857,0.792,0.84126985,0.417,1.8174603,0.597,0.031746034,1.054,3.6269841,1.022,4.428571,1.145,3.7619047,0,0,2
hiphop,0.711,2.1984127,0.905,2.9603174,1.083,3.8412697,0.692,1.6904762,0.692,3.9761906,0.735,3.7698412,0.888,3.4126985,1.016,1.3253968,0.645,3.7222223,0.834,0.14285715,1.102,3.2301588,1.081,4.2936506,1.257,2.6507936,0,0,2
hiphop,0.743,2.1031747,0.827,2.579365,1.061,3.3968253,0.67,1.4603175,0.683,3.8730159,0.709,4.2222223,0.814,2.3888888,0.961,1.1984127,0.528,2.563492,0.755,0.15079366,1.14,3.1587303,1.077,3.7380953,1.21,3.1269841,0,0,2
hiphop,0.739,2.142857,0.838,2.1587303,1.098,2.9285715,0.637,1.0634921,0.682,4,0.683,4.2460318,0.66,2,0.909,0.984127,0.442,1.8253968,0.687,0.071428575,1.197,4.0238094,1.019,4.6666665,1.201,3.5317461,0,0,2
hiphop,0.395,1.9761904,0.652,1.2857143,0.982,2.3015873,0.435,0.46031746,0.678,4.047619,0.695,3.9047618,0.584,2.2857144,0.677,0.6507937,0.286,0.76984125,0.437,0.007936508,0.963,3.4761906,0.979,4.7539682,1.054,4.2063494,0,0,2
hiphop,0.766,2.1190476,0.927,2.8650794,1.104,3.642857,0.721,1.6269841,0.696,4.0555553,0.738,4.1190476,0.884,3.3730159,1.006,1.5158731,0.639,3.4920635,0.849,0.06349207,1.079,3.4682539,1.06,4.5396824,1.283,2.8809524,0,0,2
hiphop,0.721,2.3888888,0.8,2.0555556,1.065,2.8650794,0.638,1.1349206,0.679,4.111111,0.725,3.952381,0.637,2.1269841,0.924,1.2222222,0.452,1.8650794,0.687,0.04761905,1.226,4.3650794,1.032,4.595238,1.162,3.6031747,0,0,2
