class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class
hiphop,0.38,189.10318,0.527,162.03175,0.628,172.79366,0.466,122.230156,0.58,328.7857,0.617,324.11905,0.516,38.785713,0.742,293.0476,0.422,68.38095,0.586,146.9762,1.141,322.16666,0.803,32.50794,0.981,122.35714,0,0,0
hiphop,0.487,220.25397,0.555,206.26984,0.636,209.55556,0.526,170.64285,0.584,380.7619,0.628,372.13492,0.6,67.849205,0.83,215.64285,0.489,153.80952,0.704,142,1.165,269.1905,0.907,51.833332,1.096,139.46031,0,0,0
hiphop,0.227,106.611115,0.423,92.13492,0.552,101.55556,0.322,60.404762,0.576,265.68253,0.612,262.25397,0.394,12.293651,0.577,280.38095,0.291,23.285715,0.389,89.666664,1.018,291.07144,0.741,6.0634923,0.827,45.57143,0,0,0
hiphop,0.429,183.24603,0.512,157.35715,0.592,158.78572,0.462,125.96032,0.582,332.83334,0.622,324.89682,0.508,26.206348,0.706,236.29366,0.434,59.50794,0.603,158.51587,1.094,255.01587,0.806,12.920635,0.998,116.968254,0,0,0
hiphop,0.454,188.19841,0.498,163.93651,0.558,165.85715,0.487,141.31746,0.581,347.60318,0.622,339.8492,0.515,36.88889,0.718,194.88889,0.434,97.68254,0.621,132.19048,1.08,221.49207,0.843,18.24603,1.019,112.968254,0,0,0
hiphop,0.514,230.31746,0.559,204.73016,0.617,207.42857,0.556,180.38095,0.586,387.8254,0.629,381.50793,0.574,83.849205,0.83,196.51587,0.481,150.22223,0.73,152.53175,1.16,255.69048,0.906,23.071428,1.136,146.77777,0,0,0
hiphop,0.315,162,0.483,134.79366,0.604,143.62698,0.415,97.98412,0.578,306.2619,0.617,302.72223,0.466,31.674603,0.68,277.49207,0.376,47.404762,0.519,129.85715,1.09,306.3889,0.774,11.293651,0.91,76.42063,0,0,0
hiphop,0.31,144.27777,0.466,123.09524,0.573,132.38095,0.378,86.968254,0.579,290.9127,0.615,286.5476,0.452,13.111111,0.629,263.2381,0.37,25.857143,0.485,130.54762,1.046,270.70636,0.754,14.325397,0.897,81.888885,0,0,0
hiphop,0.281,122.531746,0.428,99.349205,0.532,107.06349,0.336,71.96032,0.576,276.3889,0.612,270.0635,0.405,12.833333,0.566,235.16667,0.318,30.619047,0.419,99.37302,0.99,242,0.753,8.960318,0.856,57.92857,0,0,0
hiphop,0.287,149.88095,0.501,125.531746,0.624,132.48413,0.376,85.650795,0.578,290.53174,0.615,287.57144,0.463,14.357142,0.657,307.92856,0.38,22.833334,0.5,155.48413,1.083,317.20636,0.743,12.968254,0.902,87.78571,0,0,0
hiphop,0.39,188.04762,0.491,148.61905,0.597,156.46031,0.438,118.53968,0.583,323.44446,0.62,319.63492,0.491,39.539684,0.706,248.74603,0.387,83.82539,0.554,125.111115,1.1,267.9762,0.817,11.388889,0.948,73.42063,0,0,0
hiphop,0.373,174.74603,0.491,148.93651,0.579,157.44444,0.449,118.06349,0.581,323.50793,0.618,321.49207,0.484,53.126984,0.697,237.71428,0.399,76.95238,0.566,130.19048,1.081,284.23016,0.813,21.174603,0.96,94.53968,0,0,0
hiphop,0.467,219.38889,0.532,178.39682,0.598,185.46031,0.531,152.69841,0.582,363.66666,0.623,356.14285,0.527,39.555557,0.778,227.14285,0.445,96.07143,0.669,157.81746,1.145,255.84126,0.839,11.547619,1.061,126.42857,0,0,0
hiphop,0.283,149.60318,0.482,121.55556,0.597,127.89683,0.382,85.82539,0.577,291.6905,0.613,286.35715,0.451,15.761905,0.64,287.0635,0.366,23.833334,0.486,140.88889,1.06,297.98413,0.75,12.563492,0.897,83.20635,0,0,0
hiphop,0.528,232.57936,0.531,216.1746,0.59,224.7381,0.55,200.68254,0.588,406.51587,0.634,400.96033,0.572,146.26984,0.867,146.90475,0.456,223.0238,0.746,104.39683,1.156,235.99207,1.005,34.690475,1.146,105.45238,0,0,0
hiphop,0.327,167.11111,0.498,135.35715,0.597,141.33333,0.404,98.36508,0.579,304.4524,0.617,299.53174,0.472,14.587301,0.659,267.1905,0.395,36.38095,0.524,142.80159,1.066,274.55554,0.764,12.468254,0.94,105.56349,0,0,0
hiphop,0.296,126.05556,0.449,107.07937,0.567,113.111115,0.344,76.2619,0.577,280.33334,0.616,276.6746,0.428,9.761905,0.596,261.8254,0.341,25.857143,0.444,113.611115,1.02,265.19843,0.749,6.0079365,0.861,54.873016,0,0,0
hiphop,0.421,194.20634,0.519,162.57143,0.599,166.38889,0.479,132.5,0.581,339.99207,0.624,333.77777,0.521,35.460316,0.73,239.33333,0.437,74.77778,0.615,153.75397,1.111,264.46826,0.818,16.36508,1.007,114.4127,0,0,0
hiphop,0.367,195.9762,0.562,164.69841,0.66,170.74603,0.457,114.31746,0.58,321.2381,0.62,315.38095,0.514,23.603174,0.74,318.61905,0.447,40.238094,0.622,214.06349,1.154,335.77777,0.768,23.642857,1.008,147.07936,0,0,0
hiphop,0.399,200.24603,0.521,164.9127,0.611,171.35715,0.5,134.92857,0.582,344.65872,0.621,336.3254,0.51,56.84127,0.752,255.35715,0.424,89.4127,0.627,157.96031,1.132,302.4762,0.825,20.968254,0.998,109.12698,0,0,0
hiphop,0.512,231.26984,0.543,205.15079,0.607,212.89682,0.548,176.53175,0.586,381.07938,0.627,379.0476,0.579,59.285713,0.833,207.68254,0.479,143.05556,0.713,141.03969,1.175,244.80159,0.899,23.404762,1.111,131.78572,0,0,0
hiphop,0.369,194.75397,0.524,157.84921,0.606,166.14285,0.45,116.61905,0.58,322.36508,0.619,317.59525,0.496,30.97619,0.71,267.85715,0.427,46.27778,0.599,181.88095,1.107,295.6746,0.784,20.238094,0.991,125.388885,0,0,0
hiphop,0.284,125.19841,0.418,102.666664,0.511,110.81746,0.354,76.2381,0.578,279.25397,0.611,276.01587,0.405,15.285714,0.567,220.20634,0.324,32.43651,0.431,96.97619,0.983,231.62698,0.757,13.81746,0.863,62.26984,0,0,0
hiphop,0.374,164.76984,0.485,142.60318,0.563,149.31746,0.418,108.150795,0.579,314.5635,0.619,305.0635,0.476,31.896826,0.654,227.75397,0.403,52.515873,0.555,152.78572,1.046,255.5238,0.792,20.992064,0.953,105.88095,0,0,0
hiphop,0.271,106.349205,0.397,90.97619,0.493,99.29365,0.323,68.14286,0.577,270.3492,0.612,266.74603,0.382,8.626985,0.526,200.54762,0.309,24.02381,0.405,93.20635,0.949,206.98413,0.756,6.3174605,0.844,50.666668,0,0,0
hiphop,0.425,197.05556,0.539,164.0873,0.63,167.76984,0.486,128.61111,0.581,337.12698,0.618,332.9762,0.522,24.325397,0.751,275.7619,0.452,49.238094,0.636,184.95238,1.149,293.27777,0.797,14.174603,1.008,120.39683,0,0,0
hiphop,0.391,181.39682,0.532,161.5873,0.631,162.3254,0.436,116.2381,0.58,322.42856,0.62,316.92062,0.514,28.904762,0.722,281.88095,0.44,52.77778,0.597,174.99207,1.12,306.0238,0.788,20.063492,0.992,123.54762,0,0,0
hiphop,0.291,140.37302,0.467,119.30159,0.597,130.19048,0.379,82.833336,0.577,291.23016,0.613,285.81747,0.446,27.38889,0.649,296.85715,0.341,43.238094,0.459,109.27778,1.07,318.59525,0.764,29.738094,0.872,72.507935,0,0,0
hiphop,0.29,116.98412,0.396,96.10317,0.489,107.42063,0.327,70.14286,0.577,273.38095,0.612,269.6746,0.39,14.619047,0.538,200.10318,0.309,29.785715,0.414,90.031746,0.96,211.57143,0.762,8.6587305,0.844,46.65873,0,0,0
hiphop,0.323,137.88889,0.459,117.20635,0.567,123.88095,0.366,84.531746,0.578,290.0635,0.612,285.90475,0.445,9.587301,0.611,249.53969,0.361,25.484127,0.469,118.007935,1.028,254.14285,0.762,10.380953,0.888,71.388885,0,0,0
hiphop,0.335,131.42857,0.455,123.01588,0.569,129.84126,0.366,84.111115,0.579,292.62698,0.616,288.51587,0.448,25.730158,0.616,249.33333,0.355,43.56349,0.464,103.14286,1.021,265.89682,0.77,28.166666,0.889,76.388885,0,0,0
hiphop,0.298,112.70635,0.427,98.74603,0.533,107.97619,0.322,67.07937,0.576,271.10318,0.61,267.25397,0.405,6.3174605,0.559,241.60318,0.328,16.055555,0.42,104.07143,0.986,243.65079,0.744,8.277778,0.849,57.07143,0,0,0
hiphop,0.317,157.73016,0.483,132.98413,0.579,143.36508,0.398,96.2619,0.579,303.10318,0.615,296.42062,0.453,33.47619,0.651,258.49207,0.375,47.97619,0.526,151.7381,1.058,289.5476,0.777,18.119047,0.923,89.007935,0,0,0
hiphop,0.331,139.04762,0.445,124.84127,0.537,131,0.386,92.78571,0.58,300.11905,0.615,296.5635,0.444,46.349205,0.611,211.44444,0.35,75.67461,0.481,89.15873,1.002,252.14285,0.801,36,0.906,86.44444,0,0,0
hiphop,0.321,138.19048,0.445,114.15873,0.535,118.01588,0.376,83.230156,0.578,288.99207,0.615,284.1111,0.429,9.912699,0.591,231.56349,0.363,25.531746,0.476,126.27778,1.006,234.65874,0.759,10.325397,0.889,74.65873,0,0,0
hiphop,0.368,183.64285,0.506,152.54762,0.622,163.42857,0.426,114.01588,0.579,318.48413,0.619,316.7381,0.506,38.055557,0.714,274.64285,0.405,62.50794,0.548,126.51588,1.11,309.2381,0.8,26.063492,0.951,92.48412,0,0,0
hiphop,0.426,211.24603,0.536,177.24603,0.626,184.30952,0.493,140.96031,0.582,346.7619,0.623,341.60318,0.538,51.166668,0.776,259.5,0.444,96.9127,0.641,152.22223,1.155,301.49207,0.838,16.793652,1.028,119.03968,0,0,0
hiphop,0.335,131.42857,0.455,123.01588,0.569,129.84126,0.366,84.111115,0.578,291.90475,0.615,287.0476,0.448,25.730158,0.616,249.33333,0.355,43.56349,0.464,103.14286,1.021,265.89682,0.77,28.166666,0.889,76.388885,0,0,0
hiphop,0.486,198.92064,0.517,190.80159,0.581,191.31746,0.518,166.35715,0.585,375.0238,0.628,366.9524,0.557,84.92063,0.779,170.65874,0.455,154.42857,0.672,115.82539,1.108,241.12698,0.903,46.849205,1.073,125.44444,0,0,0
hiphop,0.527,229.46031,0.586,212.84126,0.656,215.84126,0.519,162.42064,0.584,370.9762,0.627,366.3889,0.601,52.142857,0.832,252.49207,0.505,116.150795,0.723,182.96031,1.186,286.69843,0.868,33.238094,1.15,176.34921,0,0,0
hiphop,0.312,186.59525,0.513,141.12698,0.618,148.71428,0.424,101.44444,0.578,308.6111,0.615,303.26984,0.475,19.960318,0.69,291.03967,0.411,34.95238,0.572,188.60318,1.104,306.66666,0.767,13.4920635,0.933,89.34127,0,0,0
hiphop,0.277,109.992065,0.411,98.9127,0.503,105.81746,0.333,68.34127,0.576,273.0635,0.611,268.64285,0.395,11.587301,0.541,215.20634,0.325,25.13492,0.431,114.79365,0.966,221.30159,0.75,14.5,0.849,60.68254,0,0,0
hiphop,0.337,166.34126,0.498,138.42857,0.608,146.66667,0.393,97.309525,0.579,301.5238,0.614,297.7857,0.48,11.68254,0.673,284.69843,0.397,28.515873,0.525,154.92064,1.091,291.2857,0.768,12.698413,0.929,90.0873,0,0,0
hiphop,0.291,127.150795,0.43,105.349205,0.538,113.72222,0.355,76.388885,0.578,282.62698,0.613,276.53174,0.416,10.111111,0.587,246.07936,0.33,28.912699,0.436,101.89683,1.011,253.48413,0.757,9.071428,0.859,55.15873,0,0,0
hiphop,0.391,207.76984,0.567,177.83333,0.674,178.21428,0.491,130.38095,0.581,335.27777,0.619,331.48413,0.538,20.222221,0.782,316.4524,0.476,45.849205,0.681,244.88095,1.193,330.3889,0.783,19.087301,1.022,137.61905,0,0,0
hiphop,0.529,235.48413,0.547,215.2381,0.607,222.19048,0.546,188.07143,0.586,393.92856,0.631,387.36508,0.579,111.81746,0.85,185.74603,0.466,183.54762,0.731,126.81746,1.169,244.11905,0.945,30.357143,1.146,132.03175,0,0,0
hiphop,0.279,148.38889,0.489,123.72222,0.61,131.79366,0.402,84.4127,0.577,291.94446,0.613,285.64285,0.45,13.690476,0.663,318.27777,0.377,24.63492,0.517,166.77777,1.098,326.33334,0.747,17.452381,0.893,89.62698,0,0,0
hiphop,0.408,192.53969,0.501,161.63492,0.595,170.5873,0.456,127.69841,0.582,334.73016,0.621,328.57144,0.517,43.52381,0.718,234.0873,0.422,88.849205,0.586,128.7619,1.091,267.2381,0.83,31.412699,0.977,100.75397,0,0,0
hiphop,0.539,242.56349,0.553,226.60318,0.615,229.79366,0.571,200.06349,0.588,408.6746,0.634,404.66666,0.609,131.61905,0.875,155.38889,0.487,230.78572,0.76,108.992065,1.17,249.78572,0.989,30.285715,1.178,140.44444,0,0,0
hiphop,0.249,98.7619,0.422,89.968254,0.547,96.7381,0.301,56.65873,0.576,261.92856,0.611,259.4762,0.391,7.547619,0.549,263.9762,0.3,13.904762,0.383,96.69841,0.985,266.92856,0.731,8.261905,0.827,48.52381,0,0,0
hiphop,0.273,128.62698,0.457,103.88095,0.587,109.388885,0.355,70.34127,0.576,274.26984,0.609,274.12698,0.422,3.6507936,0.613,296.64285,0.337,8.81746,0.437,119.35714,1.049,297.57144,0.736,4.1904764,0.853,60.650795,0,0,0
hiphop,0.498,214.24603,0.523,189.18254,0.6,198.30952,0.506,162.37302,0.584,367.09525,0.627,362.3095,0.561,67.43651,0.792,201.54762,0.451,133.48413,0.656,123.25397,1.139,256.98413,0.893,20.325397,1.063,114.5,0,0,0
hiphop,0.518,231.61905,0.547,197.93651,0.608,204.88095,0.557,170.75397,0.583,382.60318,0.627,376.07144,0.556,81.190475,0.823,209.06349,0.471,128.2381,0.72,159.04762,1.167,273.40475,0.888,22.396826,1.099,132.56349,0,0,0
hiphop,0.284,130.00793,0.445,106.84127,0.56,116.78571,0.344,73.86508,0.577,278.7619,0.613,271.84128,0.421,12.5,0.598,266.6746,0.333,25.404762,0.442,114.52381,1.026,273.7143,0.75,11.349206,0.859,61.15873,0,0,0
hiphop,0.257,100.74603,0.387,89.57143,0.485,100.730156,0.312,63.27778,0.576,267.70636,0.612,265.11905,0.37,27.912699,0.52,198.9762,0.281,42.674603,0.381,68.5873,0.94,223.7381,0.761,16.642857,0.834,49.5,0,0,0
hiphop,0.281,93.42063,0.351,83.18254,0.438,92.28571,0.303,60.539684,0.576,266.6746,0.611,261.96033,0.357,14.81746,0.482,162.03175,0.269,39.960316,0.357,54.412697,0.906,173.68254,0.769,8.198413,0.82,34.45238,0,0,0
hiphop,0.451,174.84126,0.491,163.2619,0.555,165.49207,0.466,136.07143,0.581,344.16666,0.625,337.07938,0.513,53.801586,0.695,177.9127,0.431,104.85714,0.601,114.30159,1.052,218.06349,0.845,30.74603,1.013,119.468254,0,0,0
hiphop,0.381,203.15079,0.54,161.38095,0.656,171.51587,0.458,119.92857,0.58,328.27777,0.617,322.8889,0.519,35.79365,0.755,304.5635,0.437,58.02381,0.612,183.60318,1.159,334.7619,0.794,33,0.972,108.992065,0,0,0
hiphop,0.525,229.95238,0.547,213.40475,0.603,221.34126,0.563,190.59525,0.585,400.19843,0.633,393.26984,0.585,115.80159,0.852,163.73016,0.476,190.5238,0.738,120.90476,1.155,260.8095,0.953,37.404762,1.15,140.60318,0,0,0
hiphop,0.435,173.33333,0.483,154.04762,0.548,159.21428,0.438,123.61905,0.58,329.6746,0.622,323.55554,0.497,32.698414,0.663,186.86508,0.42,73.95238,0.578,128.4762,1.032,208.37302,0.823,23.61111,0.987,112.388885,0,0,0
hiphop,0.276,117.888885,0.43,102.97619,0.556,114.03968,0.338,68.2619,0.577,275.74603,0.612,270.42856,0.413,18.626984,0.591,267.22223,0.308,30.674603,0.401,78.39683,1.017,281.20636,0.753,17.47619,0.84,51.54762,0,0,0
hiphop,0.328,144.4762,0.469,130.36508,0.582,141.30952,0.397,98.71429,0.578,305.18253,0.616,296.9127,0.456,52.56349,0.659,261.0476,0.355,66.09524,0.495,105.4127,1.063,308.49207,0.792,32.960316,0.904,78.69841,0,0,0
hiphop,0.558,249.36508,0.561,248.43651,0.607,253.31746,0.614,241.99207,0.593,444.6508,0.639,440.03967,0.64,191.16667,0.958,105.19841,0.5,310.99207,0.834,77.31746,1.217,226.7381,1.09,33.095238,1.254,125.27778,0,0,0
hiphop,0.247,93.07143,0.353,82.150795,0.436,91.43651,0.308,57.690475,0.576,264.8889,0.61,262.13492,0.349,19.587301,0.48,163.66667,0.265,38.309525,0.358,54.349205,0.907,178.42857,0.756,8.746032,0.823,41.61111,0,0,0
hiphop,0.495,192.83333,0.512,194.78572,0.558,194.65874,0.509,162.86508,0.584,372.2619,0.628,368.42856,0.547,90.87302,0.76,150.21428,0.456,151.53175,0.676,115.007935,1.079,223.90475,0.908,40.333332,1.097,146.45238,0,0,0
hiphop,0.324,175.4127,0.52,144,0.637,150.37302,0.432,104.05556,0.579,312.20636,0.615,305.16666,0.485,32.38095,0.709,306.44446,0.405,45.42857,0.568,177.26984,1.122,335.7619,0.768,25.214285,0.937,102.05556,0,0,0
hiphop,0.276,127.31746,0.441,108.269844,0.56,115.27778,0.353,74.59524,0.575,280.46826,0.613,275.33334,0.422,16.619047,0.596,260.0635,0.33,36.150795,0.442,112.57143,1.02,271.1905,0.759,14.753968,0.858,60.865078,0,0,0
hiphop,0.403,173.51587,0.484,149.51587,0.559,151.85715,0.457,120.468254,0.58,325.9365,0.618,320.83334,0.483,37.190475,0.685,221.48413,0.403,74.96032,0.572,129,1.071,253.34921,0.808,13.523809,0.971,103.17461,0,0,0
hiphop,0.34,179.15874,0.511,146.73016,0.617,155.25397,0.439,111.36508,0.58,317.4365,0.62,316.84128,0.487,43.579365,0.707,276.4365,0.397,63.873016,0.564,151.62698,1.105,316.03174,0.793,20.833334,0.953,99.35714,0,0,0
hiphop,0.298,112.70635,0.427,98.74603,0.533,107.97619,0.322,67.07937,0.576,271.63492,0.612,267.6508,0.405,6.3174605,0.559,241.60318,0.328,16.055555,0.42,104.07143,0.986,243.65079,0.744,8.277778,0.849,57.07143,0,0,0
hiphop,0.459,198.4762,0.54,178.68254,0.63,184.8254,0.484,140.88889,0.581,343.77777,0.623,341.1508,0.548,31.126984,0.765,257.94446,0.464,78.04762,0.645,166.90475,1.145,280.53174,0.833,20.984127,1.028,120.56349,0,0,0
hiphop,0.27,118.89683,0.438,100.52381,0.564,109.42857,0.327,65.230156,0.576,272.50793,0.609,265.8889,0.412,7.4126983,0.584,274.8889,0.322,16.373016,0.414,105.4127,1.018,277.90475,0.739,9.944445,0.841,53.11111,0,0,0
hiphop,0.443,210.79366,0.556,184.07936,0.646,189.49207,0.494,142.62698,0.582,353.76984,0.624,345.34128,0.559,47.34127,0.785,263.1111,0.471,92.44444,0.666,172.74603,1.155,297.23016,0.839,29.13492,1.041,129.03969,0,0,0
hiphop,0.361,176.80952,0.508,150.30159,0.609,156.9127,0.434,112.2619,0.579,319.2143,0.619,315.19843,0.484,42.857143,0.705,271.23016,0.399,61.285713,0.567,156.63492,1.106,302.92062,0.795,24.25397,0.965,110.12698,0,0,0
hiphop,0.342,145.8254,0.461,129.85715,0.561,134.96031,0.413,101.64286,0.58,307.66666,0.616,306.07144,0.458,51.484127,0.647,226.49207,0.364,79.85714,0.511,99.98412,1.038,272.89682,0.806,23.317461,0.915,78.63492,0,0,0
hiphop,0.261,102.19841,0.392,91.93651,0.49,101.87302,0.321,66.07937,0.576,271.65872,0.611,267.63492,0.378,29.404762,0.53,203.30159,0.29,45.325397,0.394,75.72222,0.95,229.59525,0.763,17.801588,0.839,52.809525,0,0,0
hiphop,0.594,261.07938,0.588,255.84921,0.635,255.84921,0.607,222.80952,0.59,432.57144,0.639,424.9365,0.672,105.230156,0.943,161.29366,0.553,215.15874,0.838,133.24603,1.219,238.2381,1.013,52.54762,1.265,173.90475,0,0,0
hiphop,0.429,165.57936,0.482,145.89682,0.546,148.26984,0.462,123.54762,0.581,331.05554,0.62,325.73016,0.48,39.84127,0.673,198.05556,0.409,66.05556,0.577,130.9762,1.049,229.42857,0.81,12.650794,0.984,112.4127,0,0,0
hiphop,0.26,94.46032,0.387,89.35714,0.49,96.9127,0.305,58.460316,0.576,263.07938,0.612,258.55554,0.376,16.65873,0.519,212.45238,0.282,29.269842,0.366,68.968254,0.948,225.24603,0.749,15.706349,0.827,51.396824,0,0,0
country,0.348,147.05556,0.438,128.36508,0.512,135.40475,0.402,101.57143,0.578,309.10318,0.619,305.29364,0.444,46.460316,0.611,183.2619,0.358,82.309525,0.5,94.18254,0.991,223.98413,0.813,29.24603,0.922,87.2619,0,0,0
country,0.325,137.89682,0.443,116.87302,0.555,125.90476,0.371,87.34127,0.577,293.92062,0.614,287.16666,0.444,19.38889,0.61,241.84126,0.347,47.45238,0.452,92.47619,1.015,251.56349,0.788,23.793652,0.877,60.38889,0,0,0
country,0.373,149.98413,0.423,136.78572,0.493,153.2381,0.407,110.67461,0.581,319.14285,0.619,313.0476,0.445,71.507935,0.624,156.53969,0.342,107.888885,0.497,69.30159,0.988,218.88889,0.853,47.325397,0.931,87.06349,0,0,0
country,0.385,160.61111,0.435,136.99207,0.503,146.5873,0.423,116.48412,0.581,321.5635,0.621,316.75397,0.449,71.86508,0.637,163.73016,0.354,113.05556,0.521,79.71429,1.001,230.13492,0.853,23.317461,0.941,77.30159,0,0,0
country,0.44,184.86508,0.466,163.95238,0.539,174.45238,0.47,144.61905,0.582,352.59525,0.626,345.07144,0.493,107.38095,0.715,160.63492,0.378,155.21428,0.574,73.992065,1.047,257.63492,0.904,46.825397,0.991,90.269844,0,0,0
country,0.503,217.40475,0.526,194.50793,0.6,201.31746,0.523,169.50793,0.586,374.03174,0.629,369.3254,0.574,61.873016,0.808,198.78572,0.458,153.95238,0.677,119.650795,1.149,242.53175,0.915,27.396826,1.073,107.388885,0,0,0
country,0.528,223.8254,0.533,210.18254,0.598,223.69841,0.563,188.51587,0.586,394.46033,0.628,388.05554,0.581,93,0.852,180.12698,0.463,178.12698,0.721,123.07937,1.169,256.05554,0.956,40.61111,1.118,127.80159,0,0,0
country,0.352,154.19048,0.49,135.63492,0.593,139.45238,0.42,105.87302,0.58,312.5238,0.618,308.51587,0.481,45.56349,0.665,249.5,0.39,64.492065,0.535,131.11905,1.053,288.74603,0.802,35.84127,0.927,88.93651,0,0,0
country,0.393,180.09525,0.497,150.46031,0.597,160.1746,0.46,124.031746,0.58,331.26984,0.62,327.07938,0.502,46.460316,0.722,249.76984,0.402,92.150795,0.576,124.13492,1.106,288.27777,0.836,16.761906,0.962,83.02381,0,0,0
country,0.307,121.87302,0.407,108.730156,0.511,121.38095,0.357,81.888885,0.578,288.53967,0.614,283.92062,0.411,40.904762,0.581,206.50793,0.3,62.38095,0.413,60.253967,0.984,239.05556,0.795,22.619047,0.861,50.238094,0,0,0
country,0.379,160.39682,0.452,141.68254,0.525,148.57936,0.437,115.71429,0.58,325.4524,0.62,319.89682,0.468,69.51588,0.651,180.30159,0.374,106.98412,0.536,92.0873,1.012,241.88095,0.846,35.865078,0.945,87.71429,0,0,0
country,0.353,137.76984,0.419,122.888885,0.505,136.83333,0.386,98.55556,0.578,304.5873,0.619,299.22223,0.432,53.04762,0.604,179.84921,0.329,86.85714,0.467,72.38095,0.987,224.57936,0.828,27.579365,0.9,64.04762,0,0,0
country,0.364,147.38095,0.425,132.18254,0.5,142.61905,0.401,106.40476,0.581,312.80157,0.619,306.6508,0.446,58.214287,0.613,165.81746,0.354,92.18254,0.501,84.19841,0.987,218.45238,0.838,27.769842,0.922,74.849205,0,0,0
country,0.528,236.2381,0.534,235.65079,0.582,241.03175,0.573,214.76984,0.589,419.4762,0.638,412.27777,0.598,151.46825,0.883,122.01588,0.482,246.42064,0.775,93.14286,1.15,242.11905,1.027,54.29365,1.182,129.84126,0,0,0
country,0.442,179.55556,0.486,154.07143,0.558,161.05556,0.445,127.13492,0.581,332.12698,0.622,326.84128,0.498,46.99206,0.677,193.6746,0.422,86.04762,0.591,139.54762,1.04,232.59525,0.848,25.452381,0.981,94.71429,0,0,0
country,0.528,241.74603,0.542,227.50793,0.597,235.57936,0.566,199.65874,0.589,407.33334,0.635,400.4365,0.595,126.849205,0.873,151.00793,0.485,205.6746,0.755,107.468254,1.157,258.92062,0.988,51.738094,1.159,135.06349,0,0,0
country,0.488,204.18254,0.493,183.96825,0.555,193.48413,0.499,156.34126,0.584,364.81747,0.625,359.5873,0.542,75.190475,0.753,166.96031,0.435,146.43651,0.642,106.0873,1.084,229.5238,0.916,32.79365,1.05,108.22222,0,0,0
country,0.475,185.53969,0.491,182.92064,0.558,193.42857,0.492,154.10318,0.584,360.94446,0.627,354.81747,0.529,95.309525,0.744,163.39682,0.424,153.36508,0.633,100.96032,1.072,251.04762,0.917,57.420635,1.043,122.63492,0,0,0
country,0.379,161.09525,0.429,137.19048,0.493,146.71428,0.423,114.38095,0.579,322.0476,0.619,316.2619,0.445,70.507935,0.624,149.06349,0.354,111.166664,0.52,79.06349,0.983,214.30159,0.854,24.698412,0.939,76.849205,0,0,0
country,0.517,235.49207,0.543,204.92857,0.614,216.22223,0.564,182.72223,0.586,388.44446,0.628,383.15872,0.574,80.77778,0.85,205.01587,0.465,155.45238,0.718,134.49207,1.184,269.8254,0.93,26.769842,1.109,124.44444,0,0,0
country,0.4,165.34126,0.446,147.60318,0.52,159.34921,0.434,121.666664,0.581,330.3492,0.62,325.89682,0.471,77.309525,0.658,161.71428,0.375,109.0873,0.539,80.14286,1.012,232.55556,0.865,35.634922,0.955,86.166664,0,0,0
country,0.382,157.38889,0.441,134.68254,0.526,145.87302,0.406,107.97619,0.579,314.6111,0.62,307.0476,0.458,46.531746,0.632,190.70634,0.361,85.5,0.502,90.07143,1.008,231,0.831,32.190475,0.921,75.70635,0,0,0
country,0.445,197.00793,0.495,169.51587,0.565,177.92857,0.476,138.59525,0.583,346.19843,0.624,339.65872,0.517,60.246033,0.722,197.05556,0.429,107.94444,0.617,127.18254,1.075,250.21428,0.87,30.873016,1.008,106.29365,0,0,0
country,0.399,186.35715,0.495,167.64285,0.582,178.87302,0.469,134.57143,0.582,342.1111,0.622,338.18253,0.508,78.5,0.735,218.83333,0.4,114.968254,0.586,103.54762,1.096,293.6508,0.865,38.76984,0.997,110.492065,0,0,0
country,0.373,149.9127,0.422,132.75397,0.484,138.29366,0.419,112.31746,0.58,320.8492,0.623,316.77777,0.442,82.77778,0.608,134.53969,0.352,119.166664,0.513,72.02381,0.965,211.61905,0.856,33.07143,0.937,80.492065,0,0,0
country,0.374,168.78572,0.456,140.5873,0.537,151.0238,0.427,111.81746,0.579,319.8889,0.619,315.51587,0.466,65.40476,0.65,192.77777,0.379,100.78571,0.545,114.61905,1.015,253.2619,0.837,40.23016,0.942,93.01588,0,0,0
country,0.413,165.6746,0.465,155.57143,0.538,165.21428,0.435,124.15873,0.582,329.86508,0.622,328.20636,0.489,76.21429,0.673,180.4762,0.396,114.03968,0.568,105.47619,1.022,247.10318,0.864,52.095238,0.969,100.388885,0,0,0
country,0.483,217.24603,0.509,201.92064,0.565,207.21428,0.535,175.3254,0.585,382.5,0.63,376.96033,0.534,145.78572,0.8,150.23016,0.436,186.15874,0.688,99.13492,1.099,290.09525,0.95,58.261906,1.091,132.88889,0,0,0
country,0.296,117.46032,0.38,102.15873,0.461,112.80159,0.343,78.57937,0.577,284.86508,0.612,279.46033,0.392,31.761906,0.536,164.36508,0.299,57.396824,0.407,54.333332,0.94,190.18254,0.794,16.936508,0.859,49.88889,0,0,0
